Site,Site name,Lat,Lon,Rank
26099,Naracoorte Aerodrome,-36.9813,140.727,1
26100,Padthaway South,-36.6539,140.5212,1
26102,Mount Gambier Council Depot,-37.8221,140.7593,1
26105,Robe Airfield,-37.1776,139.8054,1
26109,Maharishi Vedic College,-37.3822,139.945,1
123700,Inglewood,-34.8141,138.773,1
517007,Pfitzners Well,-30.6881,138.5665,1
517008,North Moolooloo,-30.6245,138.5271,1
26095,The Limestone,-36.9655,139.7164,1
517009,Maynards Well,-30.6024,138.6888,1
517011,The Plateau,-30.4632,139.0493,1
521010,Rhynie (Dew),-34.1,138.631,1
521012,Light River Us School Road (Dew),-34.5337,138.4586,1
521014,Watervale (Dew),-33.9553,138.6504,1
521100,Penwortham,-33.9127,138.6486,1
521101,Spring Gully,-33.9006,138.6101,1
523000,Largs North,-34.8191,138.5017,1
523005,Banksia Park,-34.809,138.73,1
523006,Leichardt,-34.8244,138.6533,1
517010,Arcoona Bluff,-30.4291,138.9808,1
523007,Golden Grove,-34.7749,138.7294,1
26091,Coonawarra,-37.2906,140.8254,1
26025,Penola Post Office,-37.3803,140.8379,1
25015,Pinnaroo,-35.268,140.9075,1
25048,Merallen,-34.7276,140.8569,1
25050,Caliph,-34.6345,140.2432,1
25502,Cooke Plains,-35.379,139.5617,1
25503,Coomandook,-35.4698,139.6967,1
25504,Coonalpyn,-35.6929,139.8522,1
25506,Geranium,-35.38,140.1588,1
25512,Parrakie,-35.3805,140.2519,1
25513,Peake,-35.3627,139.9503,1
26026,Robe,-37.1628,139.756,1
25519,Wolseley,-36.3654,140.9096,1
25560,Bordertown (Industrial Estate),-36.3098,140.74,1
25562,Austin Plains,-35.3778,140.5378,1
25564,Coolami,-35.8429,140.8184,1
26007,Frances,-36.7124,140.9552,1
26009,Kalangadoo,-37.5659,140.6955,1
26012,Kingston Se,-36.8309,139.8526,1
26016,Lucindale Post Office,-36.9731,140.3664,1
26018,Millicent,-37.5872,140.3426,1
26021,Mount Gambier Aero,-37.7473,140.7739,1
25557,Munkora,-36.1058,140.3273,1
523008,Tea Tree Gully (Hope Valley),-34.8378,138.7132,1
523009,Wellington Pump,-34.8532,138.5041,1
523038,Gawler River At Virginia (Dew),-34.64,138.541,1
523714,Woodside,-34.9503,138.874,1
523715,Aldgate Creek,-35.0143,138.7325,1
523716,Western Branch,-34.9467,138.857,1
523717,Oakbank,-34.9805,138.8429,1
523718,Nitschke Hill Repeater,-34.883,138.8712,1
79039,Redbank,-36.9065,143.3384,1
523719,Tenafeate Creek,-34.6649,138.7942,1
523728,Sutton Creek At Piccadilly (Dew),-34.9717,138.7392,1
523735,Angas Creek,-34.829,138.9491,1
523709,Forreston,-34.7946,138.9015,1
523743,Lenswood Alert,-34.9352,138.8235,1
523749,Chambers Creek,-35.0521,138.6194,1
523750,Sturt Creek,-35.0352,138.6249,1
523751,Ackland Hill,-35.044,138.6497,1
523767,Pedler Ck At Moana (Dew),-35.201,138.477,1
523770,Onkaparinga R Us Old Noarlunga (Dew),-35.175,138.515,1
523780,Finniss R Kyeema Rain (Dew),-35.271,138.6615,1
523781,Mt Barker Effluent Ponds (Dew),-35.0688,138.8756,1
523782,First Creek At Waterfall (Dew),-34.9711,138.6825,1
79040,St Arnaud,-36.6175,143.2644,1
523747,Olave Road,-35.0242,138.6571,1
523737,Warren Reservoir,-34.7086,138.918,1
523700,Cudlee Creek Alert,-34.8472,138.8365,1
523315,Mingays Waterhole (Dew),-34.357,138.974,1
521018,Light R At Pt Wakefield Rd (Dew),-34.548,138.455,1
523044,Torrens R At Holbrooks Road (Dew),-34.914,138.549,1
523051,Angas Creek Rain (Dew),-34.8272,138.9381,1
523052,Cherryville (Dew),-34.9111,138.7594,1
523055,Burnt Out Creek (Dew),-35.1275,138.7044,1
523058,Dry Creek At Valley View (Dew),-34.8394,138.6744,1
523059,Dry Creek At Bridge Road (Dew),-34.8368,138.6253,1
523060,Patawalonga Lake,-34.966,138.5125,1
523061,Glenelg Oval,-34.9828,138.5225,1
523062,Somerton Park Esplanade,-34.9975,138.5109,1
523063,Brighton,-35.0168,138.5299,1
523064,Seacliff Park,-35.0326,138.5306,1
523100,Ridge Park (Myrtle Bank),-34.961,138.6397,1
523101,Heywood Park (Unley Park),-34.962,138.6,1
523300,Milton Park,-34.4945,139.0806,1
523305,Kies Estate,-34.6217,138.9119,1
523306,Trig Point Hill,-34.5593,139.0339,1
523307,Freeling,-34.456,138.8078,1
523308,Mt Mckenzie (Dew),-34.571,139.08,1
523312,Yaldara (Dew),-34.5739,138.8752,1
523314,Penrice (Dew),-34.463,139.058,1
94020,Dover,-43.333,146.998,1
541158,Centenary Bridge Tm,-27.8086,151.3632,1
415214,Fyans Creek @ Lake Bellfield,-37.16961,142.54215,2
232221,Moorabool River East Branch @ Bostoc Reservoir,-37.60598718,144.1865698,2
232220,Lal Lal Creek @ Wilson Reservoir H.G.,-37.51427871,144.0178753,2
232219,Lal Lal Creek @ Beales Reservoir,-37.54143987,144.0265923,2
232217,Moorabool R West Branch @ Moorabool Reservoir Hg,-37.51551006,144.0847696,2
232215,Woollen Creek @ U/S Of Bungal Dam,-37.6337175,144.0807662,2
232214,Black Creek @ U/S Of Bungal Dam,-37.62982,144.06236,2
232213,Lal Lal Creek @ U/S Of Bungal Dam,-37.65468056,144.0338694,2
232211,Moorabool River West Branch @ Mount Doran,-37.71138352,144.0941083,2
232210,Moorabool River West Branch @ Lal Lal,-37.64315379,144.0421875,2
232209,Moorabool River @ Sheoaks,-37.89699396,144.1241264,2
232204,Moorabool River @ Morrisons,-37.76387236,144.1066954,2
232202,Moorabool River @ Batesford,-38.08931152,144.27822492,2
232201,Moorabool River East Branch @ Bolwarrah Weir,-37.56021983,144.1766797,2
232200,Little River @ Little River,-37.95489355,144.4857478,2
232222,West Moorabool River @ Lal Lal Res. H.G.,-37.67679004,144.0743393,2
231731,Djerriwarrh Outlet Channel @ Djerriwarrh Reservoir,-37.603878,144.523401,2
231260,Outfall Spring @ Melton Treatment Plant (Surbiton Park),-37.756706,144.582172,2
231236,Long Gully Creek @ Blackwood,-37.45576,144.30138,2
231234,Parwan Creek @ Parwan,-37.72326109,144.4150992,2
231233,Blackwood Basin 1 @ Blackwood,-37.457395,144.290113,2
231231,Toolern Creek @ Melton South,-37.72767696,144.5788391,2
231225,Werribee River @ Ballan (U/S Old Western Hwy),-37.59980544,144.2491928,2
231223,Pyrites Creek @ Merrimu Reservoir (Head Gauge),-37.63333333,144.4916667,2
231222,Pykes Creek @ Pykes Creek Reservoir (H.Gauge),-37.61,144.295,2
231221,Werribee River @ Melton Reservoir (Head Gauge),-37.74471,144.56932,2
231214,Pyrites Creek @ Bacchus Marsh,-37.68102156,144.4916016,2
231213,Lerderderg River @ Sardine Creek O'Brien Crossing,-37.49627398,144.3610498,2
231211,Lerderderg River @ U/S Goodman Creek Junction,-37.6307213,144.4272042,2
231208,Werribee River @ Cobbledick Ford,-37.82033648,144.5813459,2
231205,Werribee River @ Melton Reservoir (Tail Gauge),-37.74622874,144.5725944,2
231262,Werribee River @ D/S Melton Treatment Plant,-37.788316,144.589539,2
232223,Frawley Creek @ U/S Wilson Reservoir,-37.50493,144.01227,2
232224,Slater Creek @ U/S Wilson Reservoir,-37.5058,144.02454,2
232225,Mahars Creek @ U/S Wilson Reservoir,-37.50243,144.01988,2
233201,Barwon River @ Winchelsea,-38.241768775,143.991733515,2
233200,Barwon River @ Pollocksford,-38.14339597,144.18710041,2
232808,Weather Station At Lal Lal Reservoir,-37.67870794,144.0729722,2
232807,Weather Station At Moorabool Reservoir,-37.51567991,144.0843501,2
232806,Raingauge At Yendon,-37.63628,143.93277,2
232805,Raingauge At Blackhill,-37.58043,144.07697,2
232800,Raingauge (Stony Ck) @ Upper Stoney Ck Reservoir,-37.82302472,144.2077761,2
232715,Moorabool Channel @ Bungaree,-37.55044027,143.987784,2
232714,Moorabool Channel @ Bully Park,-37.54855021,144.0261365,2
232713,Beale Channel @ Bully Park,-37.54738089,144.0266458,2
232712,Wilson Channel Upstream Beale'S Reservoir,-37.53267042,144.0170056,2
232710,Ballan Channel @ 35.3 Km Gauge,-37.78353704,144.1981374,2
232709,Ballan Channal @ 26.1 Km Gauge,-37.74399965,144.1796703,2
232708,Ballan Channel D/S Bostock Channel Junction,-37.67336408,144.2049299,2
232706,Korweinguboora Outlet Channel @ Korweinguboora Res,-37.5083852,144.1513523,2
232705,Bostock Channel @ Egerton Road,-37.63169926,144.1754598,2
232704,No 2 Inflow Channel @ Upper Stoney Creek Res,-37.81412349,144.1904048,2
232227,Moorabool River @ Sheoaks Diversion Weir,-37.89513041,144.1282468,2
232228,Stoney Creek @ Upper Stoney Reservoir Spillway,-37.81973082,144.2090816,2
232230,East Moorabool River @ Korweinguboora Res H.G.,-37.50820188,144.1504771,2
232231,East Moorabool River @ Korweinguboora Res P.D.R.,-37.50870519,144.1522903,2
232232,East Moorabool River @ Bostock Res (Compensation Weir),-37.60719962,144.188291,2
232233,Paddock Creek U/S Bostock Res,-37.59366238,144.1625743,2
231204,Werribee River @ Werribee Diversion Weir,-37.87952634,144.6455655,2
232234,East Moorabool R U/S Bostock Res,-37.59375984,144.1748912,2
232236,West Moorabool River U/S Moorabool Reservoir,-37.49661025,144.0748071,2
232237,Bolwarra Res. H.G.,-37.55864871,144.1769202,2
232238,Stoney Creek @ Upper Stoney Ck Res No 2 H.G.,-37.82268713,144.1958504,2
232239,Stoney Creek @ Upper Stoney Ck Res No 3 H.G.,-37.82359622,144.1977016,2
232242,Moorabool R @ Coopers Crossing Meredith,-37.86192,144.1318,2
232243,Whisky Creek @ Whisky Creek Diversion Weir,-37.53756991,144.0748958,2
232235,Devil Creek U/S Moorabool Reservoir,-37.50631,144.07054,2
231203,Pykes Creek @ Pykes Creek Reservoir,-37.61441958,144.2939186,2
231200,Werribee River @ Bacchus Marsh,-37.68101727,144.4282675,2
231102,Cherry Drain Pipeline At Altona,-37.8487,144.8206,2
229299,New Chum Creek At Road 11 Off Myers Creek Road,-37.6339,145.519,2
229298,Mcmahons Creek At Woods Point Road,-37.7014,145.831,2
229297,Edgars Creek At Murray Road,-37.7337,144.976,2
229296,Coranderrk Creek At Healesville-Koo Wee Rup Road,-37.689,145.519,2
229295,Bruces Creek At Beech Street,-37.5112,145.123,2
229294,Big Pats Creek At Small Track Off Mississipi Creek Road,-37.7529,145.742,2
229289,Little Yarra River At Corduroy Road,-37.7772,145.604,2
229146,Stringybark Creek At Yarra Glen Road Coldstream,-37.6949,145.383,2
228604,Croydon Main Drain At Bangalook Road Walkway West-East,-37.8345,145.259,2
228398,Ferny Creek Upstream Monbulk Creek Knoxfield,-37.9033,145.252,2
228388,Eummemering Creek At Worsley Road Bangholme,-38.0407,145.18,2
228386,Balcombe Creek At Nepean Highway Mount Martha,-38.2642,145.037,2
228286,Diamond Creek At Ellis Road,-38.0129,145.742,2
228285,Ararat Creek At Nar Nar Goo Longwarry Road,-38.0832,145.593,2
228284,Mcdonalds Drain At Ballarto Road,-38.1563,145.503,2
228283,Wylies Drain At Baxter-Tooradin Road,-38.1957,145.338,2
228282,Sweetwater Creek At Grange Road,-38.1599,145.111,2
227272,Merriman Creek @ Seaspray Pump Station,-38.35545556,147.16517778,2
227273,Powlett River At Mouth Of Powlett Road,-38.57365861,145.5105533,2
227275,Stony Creek @ Meeniyan-Promontory Road,-38.601611,146.018722,2
228215,King Parrot Creek @ D/S Drouin Wwtp,-38.134096,145.828032,2
228272,Kananook Creek At Wells Street Frankston,-38.1439,145.12,2
228273,Monbulk Creek Off Karoo Road,-37.9038,145.257,2
229416,Olinda Creek Upstream Hull Road,-37.7781,145.361,2
228274,Patterson River At National Water Sports Cntr Bangholme,-38.0576,145.146,2
228276,King Parrot Creek Upstream Koo Wee Rup Longwarry Road,-38.1749,145.717,2
228277,Labertouche Creek Off Labertouche Jacksons Track,-38.0708,145.797,2
228278,Lower Gum Scrub Creek At Wenn Road,-38.1481,145.447,2
228279,Minnieburn Creek At South Road,-38.2344,145.835,2
228280,Musk Creek Upstream Koo Wee Rup Longwarry Road,-38.1877,145.71,2
228281,Olivers Creek At Bayview Road,-38.2885,145.196,2
228275,Kackeraboite Creek Upstream Old Mornington Road,-38.1668,145.1,2
233209,Leigh River @ Inverleigh,-38.09982809,144.06221219,2
229417,Scotchman Creek At Golfers Drive,-37.8761,145.079,2
229419,Yarra River At Spadonis Reserve Coldstream,-37.6811,145.35,2
230707,Pipeline Inflow @ Lancefield Basin,-37.28227712,144.695542,2
230706,Main Creek Offtake @ Forster Reservoir,-37.42173976,144.6698799,2
230704,Bolinda Creek Offtake @ Bolinda Creek,-37.37087626,144.6679206,2
230250,Deep Creek @ Romsey Treatment Plant,-37.368429,144.782405,2
230246,Deep Creek @ Romsey,-37.360942,144.783888,2
230245,Jacksons Creek Upstream Sunbury-Riddells Road,-37.4926,144.683,2
230244,Taylors Creek At Walkway Downstream Green Gully Road,-37.727,144.826,2
230243,Bolinda Creek Pdr Flow @ Bolinda Creek Offtake,-37.37087626,144.6679206,2
230242,Jacksons Creek @ U/S Riddles Creek Rwp Outfall,-37.483237,144.713182,2
230240,Jackson Creek @ Salesian College Sunbury,-37.57117842,144.7368969,2
230239,Stoney Creek U/S Ord Hill Reservoir,-37.38518,144.60162,2
230233,Jackson Creek @ Gisborne Treatment Plant,-37.48798056,144.6160806,2
230232,Deep Creek @ Bolinda,-37.42711415,144.8167961,2
230231,Willimigongon Ck @ Mt Macedon-Anzac Rd,-37.39894,144.5935,2
230227,Main Creek @ Kerrie,-37.39612106,144.6603949,2
230220,Jackson Creek @ Clarkfield,-37.49078,144.73922,2
230218,Bolinda Creek @ Mount Eliza,-37.37333333,144.685,2
229420,Yarra River At Princes Bridge,-37.8192,144.968,2
229421,O'Shannassy River Upstream Confluence With Yarra,-37.7079,145.785,2
229601,Diamond Creek At Main Road Eltham,-37.732,145.142,2
229671,Woori Yallock Creek Upstream Warburton Highway,-37.7768,145.509,2
229677,Shepherd Creek D/S Healesville Kooweerup Rd Nangana,-37.8665,145.531,2
230200,Maribyrnong River @ Keilor,-37.72770609,144.8364761,2
229418,Starvation Creek Upstream Woods Point Road,-37.7151,145.8,2
230202,Jackson Creek @ Sunbury,-37.58321737,144.74203564,2
230205,Deep Creek @ Bulla (D/S Of Emu Creek Junct.),-37.631372,144.8009737,2
230206,Jackson Creek @ Gisborne,-37.47537048,144.5724432,2
230209,Barringo Creek @ Barringo (U/S Of Diversion),-37.41050387,144.6260551,2
230210,Saltwater Creek @ Bullengarook,-37.47184802,144.5243124,2
230213,Turritable Creek @ Mount Macedon,-37.41890497,144.5848096,2
230217,Garden Hut Creek @ U/S Of Lancefield Reservior,-37.31369317,144.6392591,2
230204,Riddells Creek @ Riddells Creek,-37.46477876,144.6721054,2
227271,Stony Creek @ Meeniyan,-38.603299,146.038287,2
233211,Birregurra Creek @ Ricketts Marsh,-38.29604249,143.838326,2
233214,Barwon River East Branch @ Forrest,-38.53298808,143.7292796,2
235268,Curdies River @ Peterborough,-38.56381809,142.86299735,2
235267,Olangolah Creek D/S Olangolah Reservoir,-38.60944693,143.68048095,2
235266,Gellibrand River D/S West Gellibrand Dam,-38.59284599,143.65462984,2
235265,Maringo Basin @ Maringo Res. H.G.,-38.77922324,143.65568309,2
235264,Paikalac Creek @ Painkalac Res. H.G.,-38.44253729,144.06721727,2
235260,Anglesea River (Marshy Creek) @ Alcoa,-38.389691603,144.172988764,2
235258,Gellibrand River D/S South Otway Pumps Bridge,-38.63466501,143.2641722,2
235257,Painkalac Creek @ U/S Painkalac Dam,-38.43618368,144.04599725,2
235256,St. George River @ Allenvale Reservoir (H.G.),-38.53793069,143.94491432,2
235255,Thompson Creek @ Ghazeepore,-38.27008794,144.29363577,2
235250,Olangolah Weir @ Spillway,-38.61200347,143.68214933,2
235249,West Gellibrand Reservoir @ Spillway,-38.59899314,143.65332942,2
235240,Yahoo Creek @ Kawarren,-38.48,143.5816667,2
235239,Ten Mile Creek @ Kawarren,-38.4597783,143.5972256,2
235269,Gellibrand River @ Princetown,-38.69666221,143.15516329,2
235237,Scotts Creek @ Curdie (Digneys Bridge),-38.44770604,142.9888108,2
235233,Barham River East Branch @ Apollo Bay Paradise,-38.75502396,143.62497305,2
235232,Painkalac Creek @ Painkalac Creek Dam,-38.44207078,144.07053536,2
235231,Gellibrand River @ Raffertys Lane Gellibrand,-38.529581193,143.563141418,2
235227,Gellibrand River @ Bunkers Hill,-38.5241,143.4829,2
235225,Gellibrand River @ Carlisle River (Pumping Station),-38.559074,143.367681,2
235224,Gellibrand River @ Burrupa,-38.70152297,143.2482161,2
235222,Salt Creek @ Alcoa,-38.386024853,144.177481455,2
235219,Aire River @ Wyelangta,-38.7031718,143.47729189,2
235216,Cumberland River @ Lorne,-38.57254132,143.94718864,2
235211,Kennedys Creek @ Kennedys Creek,-38.58909395,143.2565402,2
235210,Lardner Creek @ Gellibrand,-38.5337127,143.54439882,2
235209,Aire River @ Beech Forest,-38.66849499,143.58127493,2
235205,Arkins Creek West Branch @ Wyelangta,-38.63955922,143.44313969,2
235204,Little Aire Creek @ Beech Forest,-38.6548305,143.52918148,2
235234,Love Creek @ Gellibrand,-38.48316225,143.57179241,2
235270,Upper Anglesea River (V-Notch) @ Aarc,-38.330540568,144.10611247,2
235271,Upper Anglesea River (Pool) @ Aarc,-38.329898291,144.101997509,2
235272,Anglesea Wetlands @ Allardyle Track,-38.381828384,144.17271132,2
236602,Lake Burrumbeet @ Burrumbeet,-37.49063,143.66869,2
236600,Lake Bolac @ Lake Bolac,-37.74724344,142.8646101,2
236238,Mt Emu Creek @ Guthries Bridge,-37.64537,143.48288,2
236232,Sidespring Creek @ Mt Cole,-37.29131853,143.2680557,2
236231,Cave Hill Creek @ Mount Cole,-37.30427,143.27048,2
236230,Long Gully Creek @ The Glut,-37.29491136,143.261621,2
236228,Musical Gully Creek @ Musical Gully Reservoir H.G.,-37.37794925,143.3790836,2
236219,Hopkins River @ Ararat,-37.315772,142.941403,2
236216,Mount Emu Creek @ Taroon (Ayrford Road Bridge),-38.30559215,142.8812902,2
236215,Burrumbeet Creek @ Lake Burrumbeet,-37.52452,143.67555,2
236213,Mount Emu Creek @ Mena Park,-37.5304,143.46518,2
236212,Brucknell Creek @ Cudgee,-38.34596771,142.65191627,2
236210,Hopkins River @ Framlingham,-38.24379422,142.7030202,2
236209,Hopkins River @ Hopkins Falls,-38.33543732,142.6251911,2
236205,Merri River @ Woodford,-38.31688258,142.4830797,2
236204,Fiery Creek @ Streatham,-37.68052,143.0657,2
236203,Mount Emu Creek @ Skipton,-37.68769856,143.36006737,2
235273,Breakfast Creek @ Bridge On Breakfast Creek Road,-38.382527499,144.062719945,2
235274,Breakfast Creek Tributary @ V-Notch,-38.377917585,144.056737446,2
235275,Salt Creek (Pool) Above Swamp @ Denham Track,-38.39050925,144.086859941,2
235276,Salt Creek @ Denhams Track,-38.390490293,144.086460042,2
235277,Anglesea River @ Gumflats Road,-38.345611773,144.148288202,2
235278,Anglesea River @ Great Ocean Road Bridge,-38.40507409,144.1861279,2
235203,Curdies River @ Curdie,-38.44498055,142.9601945,2
235279,Apollo Bay Basin,-38.76517046,143.6536462,2
235283,Aire River @ Horden Vale,-38.802064872,143.477696176,2
235600,Lake Purrumbete @ Camperdown,-38.292539,143.220358,2
235801,Rain Gauge @ Av2,-38.389635663,144.172910811,2
235805,Rain Gauge @ Aarc,-38.33674877,144.104309632,2
235806,Rain Gauge @ Breakfast Creek,-38.384010605,144.061503832,2
236202,Hopkins River @ Wickliffe,-37.69542079,142.7245119,2
235282,Curdies River At Cobden-Stoneyford Road,-38.343423,143.14232,2
235202,Gellibrand River @ Upper Gellibrand,-38.56284937,143.65634816,2
234801,Raingauge (Lake Colac) @ Colac,-38.33884,143.59028,2
234617,Lake Colac (H.G.) At Colac Township,-38.308871405,143.572846464,2
233600,Lake Murdeduke,-38.18238647,143.91787415,2
233278,Giles Creek Pdr @ Giles Ck Diversion,-37.543526,143.95236,2
233277,Giles Creek @ U/S Giles Ck Diversion,-37.543526,143.95236,2
233276,Boundary Creek @ D/S Big Swamp,-38.421768367,143.70243373,2
233275,Boundary Creek @ U/S Big Swamp,-38.422707043,143.692230912,2
233274,Fellmongers Creek @ U/S Gong Gong Reservoir,-37.536376,143.939334,2
233273,Boundary Creek @ Barongarook,-38.41467698,143.63348433,2
233272,Fellmongers Creek @ Gong Gong Res. H.G.,-37.54817112,143.9331475,2
233271,Clarkes Creek D/S Diversion Weir,-37.51459515,143.9313375,2
233269,Barwon River U/S Lower Barrage Of Geelong Wetlands,-38.21392033,144.41107426,2
233268,East Barwon River @ Flume,-38.50870317,143.7313663,2
233267,West Barwon R U/S Barramunga,-38.5801,143.7119,2
233259,Wurdiboluc Reservoir H.G.,-38.28207755,144.05037238,2
233258,Pennyroyal Creek @ Railway Culvert,-38.40847616,143.85829433,2
233257,Dewing Creek @ Bibiragurra-Forrest Road,-38.46414762,143.76980321,2
233255,West Barwon River @ Boundary Road Forrest,-38.488077,143.683156,2
233254,East Barwon River @ U/S King Ck Junction,-38.487260176,143.742812082,2
233215,Leigh River @ Mount Mercer,-37.81068186,143.9184477,2
233217,Barwon River @ Geelong,-38.16360559,144.34689219,2
233218,Barwon River @ Inverleigh,-38.14925264,143.9903598,2
233223,Warrambine Creek @ Warrambine,-37.928637,143.8663116,2
233224,Barwon River @ Ricketts Marsh,-38.32521467,143.8335511,2
233228,Boundary Creek @ Yeodene,-38.42125009,143.7109799,2
233603,Reedy Lake At Connewarre,-38.2084635,144.4281478,2
233229,Boundary Creek @ D/S Of Macdonalds Dam,-38.40877494,143.68182753,2
233240,Matthews Creek @ Channel Offtake,-38.43190511,143.83553139,2
233244,West Barwon River @ West Barwon Reservoir H.G.,-38.53133107,143.71996055,2
233245,West Barwon River @ Compensation Weir Spillway,-38.52711738,143.72332295,2
233246,Callahan Creek @ Offtake,-38.49914272,143.76059608,2
233247,Barwon River @ Kildean Lane,-38.29928,143.9375,2
233250,Agroforestry Site @ Racecourse Paddock Gerangamete,-38.4480865,143.73131223,2
233231,Boundary Creek @ U/S Of Mcdonalds Dam,-38.403679,143.674728,2
233213,Leigh River @ Shelford,-38.01385278,143.9772528,2
233604,Hospital Swamp At Connewarre,-38.2301424,144.400346,2
233703,Wurdiboluc Inlet Channel @ East Barwon Offtake,-38.5086415,143.73130658,2
234611,Lake Kariah @ Camperdown,-38.17123599,143.21381004,2
234610,Lake Bookar @ Camperdown,-38.14164518,143.10546843,2
234609,Lake Tooliorook @ Lismore,-37.97801384,143.284288,2
234608,Lake Bullem Merri @ Camperdown (South End),-38.26084242,143.09852834,2
234607,Lake Gnotuk @ Camperdown,-38.2287229,143.09976378,2
234606,Lake Colongulac @ Camperdown,-38.19832665,143.15012629,2
234605,Lake Gnarpurt @ Gnarpurt,-38.07060697,143.4195475,2
234603,Lake Corangamite @ Wool Wool,-38.22459,143.41622,2
234209,Dean Creek @ Lake Colac,-38.33843869,143.55832482,2
234205,No. 1 Waterway @ Lake Terangpom,-38.11279941,143.31840883,2
234203,Pirron Yallock Creek @ Pirron Yallock (Above H'Wy Br.),-38.35389484,143.41943015,2
234201,Woady Yaloak River @ Cressy (Yarima),-38.01187153,143.6426602,2
234200,Woady Yaloak River @ Pitfield,-37.808599,143.58558,2
233815,Raingauge @ Buninyong,-37.67282038,143.943234,2
233814,Raingauge @ Benwerin,-38.48352252,143.91361767,2
233813,Raingauge @ Boonah,-38.40963885,143.97795121,2
233803,Raingauge Mount Cowley,-38.54785239,143.86021699,2
233704,Callahan Channel @ Offtake,-38.49931851,143.76116458,2
233706,Pincott Channel D/S Pincott Reservoir,-37.54794,143.95241,2
233707,Pincott-White Swan Channel U/S Long Hill Aquaduct,-37.53438,143.93691,2
233708,Beale-Pincott Channel @ Kierces Rd,-37.5481,143.96851,2
233709,Matthews Channel @ Syphon,-38.431519,143.834563,2
233710,Pennyroyal Channel D/S Of Offtake,-38.4089484,143.85814119,2
233605,Giles Creek @ Kirks Reservoir H.G,-37.552394,143.935211,2
233711,Wurdiboluc Channel @ 8.5 Mile,-38.44994796,143.77931926,2
233715,Wbic @ Wurdibuloc Reservoir Inlet,-38.301944,144.034528,2
233718,Ballarat Sth Waste Water Treatment Plant O/Fall,-37.61214,143.84505,2
233723,Wurdiboluc Inlet Channel @ Dewings Syphon,-38.463577,143.770097,2
233724,Dewing'S Channel @ Wbic Junction,-38.46652441,143.7670324,2
233801,Raingauge (West Barwon R) @ West Barwon Dam,-38.53150589,143.71941657,2
233802,Raingauge Mount Sabine,-38.62385017,143.72969074,2
233712,Wurdiboluc Inlet Channel @ 12 Mile,-38.42554003,143.81066948,2
236603,Lake Goldsmith @ Beaufort,-37.55924263,143.3612826,2
227270,Foster Creek @ Korumburra,-38.43219544,145.7926083,2
227264,Coalition Creek @ Leongatha (Spencers Road Bridge),-38.44973718,145.95714934,2
204039,Maryland River D/S Wylie Creek,-28.46634,152.19876,2
204037,Clouds Creek At Clouds Creek,-30.092071015,152.62930228,2
204036,Cataract Creek At Sandy Hill(Below Snake Creek),-28.9325,152.2182,2
204034,Henry River At Newton Boyd,-29.761282,152.214472,2
204033,Timbarra River At Billyrimba,-29.1928,152.2512,2
204025,Orara River At Karangi,-30.2528,153.0333,2
204017,Bielsdown Creek At Dorrigo No.2 & No.3,-30.304993707,152.714557374,2
204015,Boyd River At Broadmeadows,-29.8394,152.3171,2
204014,Mann River At Mitchell,-29.6931,152.106,2
204008,Guy Fawkes River At Ebor,-30.4037,152.3469,2
204007,Clarence River At Lilydale (Newbold Crossing),-29.507339212,152.6834251,2
204006,Bookookoorara River At Undercliffe,-28.64463,152.16947,2
204004,Mann River At Jackadgery,-29.571397976,152.544854807,2
204002,Clarence River At Tabulam,-28.8868,152.5675,2
204041,Orara River At Bawden Bridge,-29.721692,152.809934,2
204001,Nymboida River At Nymboida,-29.978146,152.725685,2
203470,Richmond Rv @ Oakland Road,-29.00708967,153.2739095,2
203403,Richmond River At Coraki,-28.99,153.2896,2
203062,Wilsons River At Lavertys Gap Weir,-28.576278,153.438248,2
203061,Goolmangar Creek At Mcnamara Bridge Weir,-28.733144,153.225572,2
203060,Coopers Creek At Fairmeadow,-28.74601111,153.35183056,2
203059,Marom Creek At Graham Road,-28.874925,153.36741,2
203057,Houghlahans Creek At Upstream Teven,-28.801169,153.494846,2
203056,Richmond River At Lavelles Road,-28.450382,152.891551,2
203042,Ironpot Creek At Toonumbar Dam-Storage Gauge,-28.6185,152.7936,2
203041,Shannon Brook At Yorklea,-28.9403,153.0061918,2
203034,Eden Creek At Doubtful,-28.756906,152.924017,2
203030,Myrtle Creek At Rappville,-29.11,152.9994,2
203024,Coopers Creek At Ewing Bridge,-28.721535,153.362272,2
203023,Ironpot Creek At Toonumbar,-28.6231,152.7985,2
203900,Richmond River At Kyogle,-28.621042,152.994844,2
204043,Peacock Creek At Bonalbo,-28.7329,152.6747,2
204046,Timbarra River At Drake,-29.05473,152.38605,2
204051,Clarence River At Paddys Flat,-28.71982,152.41982,2
221224,Cann River U/S Cann River Offtake,-37.53864684,149.156689,2
221218,Betka River @ Miners Track,-37.59533524,149.63561819,2
221212,Bemm River @ Princes Highway,-37.60712619,148.9016487,2
221211,Combienbar River @ Combienbar,-37.44019449,148.9831348,2
221210,Genoa River @ The Gorge,-37.41577078,149.5203757,2
221209,Cann River (East Branch) @ Weeragua,-37.35543111,149.2070458,2
221208,Wingan River @ Wingan Inlet National Park,-37.688768,149.49176727,2
221207,Errinundra River @ Errinundra,-37.44703719,148.9152556,2
221202,Genoa River @ Wangarabell,-37.382091,149.486607,2
221201,Cann River (West Branch) @ Weeragua,-37.37293559,149.1986606,2
