Site,Site name,Lat,Lon,Rank
35079,Wharton Creek Station,-24.6217,147.4064,1
35081,Woleebee Nevasa,-26.2853,149.8283,1
35053,Peakvale Station,-23.1864,147.3539,1
37118,Jarvisfield,-22.5067,142.5875,1
41230,Limevale Tm,-28.725,151.1843,1
37119,Thorner Station,-21.7075,138.4833,1
40144,Mount Joseph,-25.7411,152.2364,1
40157,Nambour Bowling Club,-26.6208,152.9667,1
40167,Palen Creek Correctional,-28.326,152.7696,1
40169,Peachester,-26.8425,152.8819,1
40170,Pechey Forestry,-27.3042,152.0542,1
40177,Proston Post Office,-26.1639,151.6014,1
40178,Rathdowney Post Office,-28.2111,152.865,1
40188,Sim Jue Creek,-27.2667,152.6272,1
40189,Somerset Dam,-27.1147,152.555,1
40139,Mt Alford,-28.0708,152.6119,1
40197,Mt Tamborine Fern St,-27.9695,153.1954,1
40205,Toogoolawah Post Office,-27.0878,152.3756,1
40209,Point Lookout,-27.4361,153.5456,1
40211,Archerfield Airport,-27.5716,153.0071,1
40212,Eagle Farm Racecourse,-27.4279,153.0652,1
40224,Alderley,-27.4193,153.0026,1
40231,Manly Railway Station,-27.4565,153.18,1
40237,Toombul Bowls Club,-27.3911,153.0628,1
40246,Warragai,-26.5539,151.4156,1
40247,Lindfield,-26.8422,152.5803,1
40198,Tarome,-27.9826,152.4996,1
40251,Wondai Post Office,-26.3172,151.8756,1
40138,Mounefontein,-26.5078,151.5142,1
40126,Maryborough,-25.5132,152.7152,1
40042,Canungra Finch Road,-28.0142,153.1664,1
40043,Cape Moreton Lighthouse,-27.0314,153.4661,1
40056,Coominya Post Office,-27.3914,152.5014,1
40068,Double Island Point Lighthouse,-25.9319,153.1906,1
40071,Lanark,-26.3828,151.1922,1
40075,Esk Post Office,-27.2397,152.4219,1
40078,Eumundi - Crescent Rd,-26.4769,152.945,1
40082,University Of Queensland Gatton,-27.5436,152.3375,1
40083,Gatton Allan Street,-27.5428,152.2817,1
40135,Moogerah Dam,-28.0302,152.5529,1
40089,Goomboorian,-26.0564,152.7889,1
40094,Harrisville Mary Street,-27.8086,152.6675,1
40095,Hattonvale Oshea Rd,-27.5696,152.4653,1
40106,Kenilworth Township,-26.5956,152.7281,1
40110,Kilcoy Post Office,-26.9425,152.5647,1
40111,Kilkivan Post Office,-26.0858,152.2381,1
40113,Kumbia Post Office,-26.6894,151.655,1
40115,Lake Manchester,-27.4914,152.7519,1
40120,Lowood Don St,-27.4618,152.5745,1
40123,Mapleton Post Office,-26.6225,152.8656,1
40093,Gympie,-26.1831,152.6414,1
40028,Brooweena Lahey St,-25.6006,152.2617,1
40258,Yarraman Post Office,-26.8408,151.9806,1
40310,Mt Berryman,-27.7239,152.3108,1
40525,Kiamba,-26.5936,152.9036,1
40606,Upper Mudgeeraba Water,-28.1056,153.3286,1
40607,Springbrook Road,-28.2033,153.2721,1
40659,Greenbank Thompson Road,-27.6956,152.9408,1
40671,Killara,-26.2839,151.1897,1
40686,Beenham Valley Rd,-26.1842,152.8208,1
40693,Highvale,-27.3786,152.8164,1
40695,Palmwoods,-26.6842,152.9589,1
40702,Stokes Crossing,-27.7641,152.5374,1
40524,Little Nerang Dam,-28.1444,153.2858,1
40708,Monogorilby - Home,-26.0336,151.0603,1
40717,Coolangatta,-28.1681,153.5053,1
544024,Wallen Wallen,-27.53,153.4194,1
40751,Thornton,-27.7956,152.3753,1
40755,Cooran,-26.5575,152.7714,1
40759,Corbould Pk Racecourse,-26.785,153.0686,1
40761,Wolffdene Alert,-27.7828,153.1889,1
40764,Gold Coast Seaway,-27.939,153.4283,1
40770,Ormiston College,-27.5152,153.2492,1
40774,Morayfield Mark St,-27.1038,152.9461,1
40716,Laidley,-27.6514,152.3808,1
40284,Beerburrum Forest Station,-26.9586,152.9619,1
40516,Coomera Foxwell Road,-27.8429,153.3502,1
40500,Embreys Bridge,-26.6403,151.9431,1
40319,Rocky Point Sugar Mill,-27.7349,153.3273,1
40320,Fort Lytton,-27.4128,153.1506,1
40326,Ashgrove Bowls Club,-27.4428,152.9744,1
40334,Biggenden Alert,-25.5122,152.0389,1
40335,Mt Tamborine Alert,-27.9694,153.2133,1
40341,Wongawallan Alert,-27.8794,153.2139,1
40343,Wamuran,-27.0397,152.8678,1
40345,Luscombe Alert,-27.8064,153.2072,1
40365,Woolooga,-26.0528,152.3919,1
40503,Tallegalla Alert,-27.6075,152.58,1
40376,Tyungun Alert,-28.0867,153.1594,1
40405,Hervey Bay Airport,-25.322,152.8817,1
40412,Toogoom,-25.2483,152.6636,1
40413,Central Kerry,-28.1556,153.0401,1
40417,Miami Bardon Ave,-28.0686,153.4241,1
40428,Brian Pastures,-25.655,151.745,1
40455,Dunollie,-25.85,151.3667,1
40458,Capalaba Water Treat,-27.5314,153.1825,1
40490,Carneys Creek The Ranch,-28.2086,152.5389,1
40493,Homeleigh,-27.78,152.5346,1
40387,Linville,-26.8242,152.2741,1
40026,Mungar Gayndah St,-25.6006,152.5928,1
40020,Blackbutt Post Office,-26.8858,152.102,1
40004,Amberley Amo,-27.6297,152.7111,1
38034,Glenlock,-24.9333,143.7417,1
38035,Trinidad,-25.5903,143.8917,1
38038,Windorah (Long Crossing),-25.3683,142.7383,1
38056,South Galway,-25.6653,142.1086,1
38066,Mount Marlow,-24.9453,143.7556,1
38073,Morney Plains,-25.3714,141.4703,1
39000,Abercorn,-25.1333,151.1292,1
39010,Goondicum,-24.8569,151.4433,1
39011,Monduran,-24.8878,151.91,1
38032,Roxborough Downs,-22.5197,138.8347,1
39022,Camboon Station,-25.0303,150.4342,1
39036,Eidsvold Post Office,-25.3706,151.1222,1
39037,Fairymead Sugar Mill,-24.791,152.3587,1
39040,Gin Gin Post Office,-24.9933,151.9606,1
39043,Glenlands,-23.5255,150.5078,1
39049,Gracemere - Lucas St,-23.459,150.4557,1
39054,Jambin Post Office,-24.1967,150.3714,1
39059,Lady Elliot Island,-24.1116,152.7161,1
39066,Gayndah Airport,-25.6167,151.6156,1
39068,Mount Larcom Post Office,-23.8104,150.9783,1
39035,Melrose,-23.1375,149.9726,1
39070,Mt Perry The Pines,-25.1694,151.6375,1
38031,Durrie Station,-25.6881,140.2283,1
38026,Birdsville Airport,-25.8975,139.3472,1
37120,Wyora,-21.8958,143.0967,1
37122,Tulmur,-22.6439,142.2511,1
38000,Bedourie,-24.3597,139.4714,1
38002,Birdsville Police Station,-25.9003,139.3492,1
38003,Boulia Airport,-22.9117,139.9039,1
38004,Navarra,-24.8522,143.6672,1
38005,Cluny,-24.5081,139.5881,1
38006,Coorabulka,-23.7308,140.3075,1
38009,Glengyle,-24.7856,139.5919,1
38030,Davenport Downs Station,-24.155,141.0983,1
38010,Glenormiston,-22.9161,138.8042,1
38014,Marion Downs,-23.365,139.6556,1
38015,Monkira,-24.8217,140.5558,1
38016,Moothandella Station,-25.5458,142.9419,1
38017,Mount Leonard Station,-25.6883,140.7536,1
38018,Retreat (Barcoo River),-25.1961,143.2756,1
38020,Roseberth Station,-25.79,139.5856,1
38023,Tanbar Station,-25.8417,141.9189,1
38024,Windorah Evap,-25.4197,142.6594,1
38025,Sandringham,-24.0517,139.0639,1
38012,Jundah Post Office,-24.8303,143.0586,1
39071,Moura Post Office,-24.5722,149.9694,1
39083,Rockhampton Aero,-23.3753,150.4775,1
39084,Rosedale Post Office,-24.6294,151.9158,1
39259,Eidsvold Bridge,-25.3772,151.0819,1
39290,Biloela - Valbona,-24.4131,150.5208,1
39296,Moura,-24.5917,149.9017,1
39303,Childers South,-25.2558,152.2819,1
39308,Rannes,-24.1019,150.1097,1
39314,Seventeen Seventy,-24.1568,151.8889,1
39319,Abercorn Tm,-25.1292,151.1306,1
39326,Gladstone Airport,-23.8697,151.2214,1
39328,Stanwell Power Station,-23.5072,150.3211,1
39256,Dingle Dell,-25.1451,151.6272,1
39332,Lloyona,-24.41,149.8356,1
39338,Old Range Rd Alert,-25.3572,152.0958,1
39339,Nearum Rd Alert,-25.1097,151.8531,1
39340,Mingo Creek Alert,-25.3206,151.7214,1
39341,Byrnestown Alert,-25.5247,151.76,1
39344,Darts Creek,-23.7443,150.9368,1
39345,Barwood,-25.3256,150.5064,1
39349,Westwood Tm,-23.6264,150.1547,1
39351,Upper Ulam Road,-23.6214,150.5408,1
39352,Bundaberg Alert,-24.8639,152.3503,1
39334,Hazeldean,-24.0213,150.9603,1
39255,Springs,-24.1665,151.5129,1
39252,Ferndale,-24.2122,151.4219,1
39242,Broadmeadows,-23.4009,150.6238,1
39085,Sandy Cape Lighthouse,-24.7297,153.2083,1
39089,Thangool Airport,-24.4935,150.5709,1
39096,Wateranga,-25.3561,151.8169,1
39102,Wowan Post Office,-23.9078,150.1953,1
39104,Monto Township,-24.8642,151.1247,1
39106,Mount Kroombit,-24.4081,150.7258,1
39123,Gladstone Radar,-23.8553,151.2628,1
39128,Bundaberg Aero,-24.9069,152.323,1
39143,Baralaba,-24.1817,149.81,1
39158,Theodore,-24.9472,150.0789,1
39167,Rockybar,-25.4572,150.4614,1
39168,Woodgate Store,-25.1025,152.5603,1
39174,Bundaberg Ashfield Rd,-24.8501,152.3984,1
39175,Lovandee,-24.4167,151.2119,1
39177,Glenwood,-25.6964,150.9647,1
39191,Gayndah,-25.6283,151.6133,1
39197,Fig Tree,-24.0314,150.74,1
39201,Belvedere,-24.3278,149.8556,1
39204,Colodan,-24.9486,150.6842,1
39222,Cania Gorge Park,-24.6619,150.9633,1
39240,Kroombit,-24.4472,150.7981,1
40778,Zachariah Tm,-26.3583,152.6283,1
33287,Millaroo Alert,-19.9717,147.2508,1
529026,Momba,-18.8954,142.0711,1
529029,Glen Idol Tm,-21.2667,140.8,1
535172,Jo Jo Station Alert,-24.0761,147.2471,1
535173,Coolmaringa Alert,-23.3184,149.5224,1
535174,Pindari Alert,-24.6077,148.0694,1
535175,Borilla Ck Alert,-23.7051,147.8022,1
535177,Mt Moffatt Alert,-24.9085,148.0423,1
535178,Medway Alert,-23.7425,147.3799,1
535179,Duaringa Alert,-23.718,149.6714,1
535180,Consuelo Alert,-24.7387,148.4045,1
535181,Mantuan Downs (West) Alert,-24.3013,147.1335,1
535171,Mt Tabor Alert,-25.1925,147.4928,1
535182,Tanderra Alert,-24.6547,147.7034,1
535185,Sandstone Park Alert,-25.0719,148.2742,1
535186,Fairview Alert,-24.2952,146.9228,1
535199,Billabalong Alert,-25.1329,148.5929,1
535200,Arcadia Valley School Alert,-25.2553,148.8219,1
535201,Basalt Creek Alert,-24.6325,148.8711,1
535202,Rewan Alert,-24.9776,148.3881,1
535203,Saddler Springs Alert,-25.0469,148.1369,1
535204,Mt Pleasant (Rolleston) Alert,-24.6422,148.5412,1
535205,Grenada Al,-22.7341,147.9752,1
535184,Sardine Creek Alert,-25.2592,148.4165,1
535206,Lumeah (Langlo Rd) Tm,-25.2819,145.7254,1
535169,Upper Warrego Alert,-25.1525,147.16,1
535167,Barngo Crossing Alert,-25.0279,147.2839,1
535138,Krismark Downs Alert,-24.81,149.8247,1
535139,Orana Park Alert,-24.8072,149.4481,1
535140,Ruined Castle Alert,-25.2317,149.2658,1
535141,Sandra Downs Alert,-24.8714,149.1536,1
535142,Tarana Crossing Alert,-25.7961,149.5583,1
535143,Dawson Range South Alert,-24.5944,149.8133,1
535144,Bluff Alert,-23.5903,149.0569,1
535145,Cooinda Alert,-23.7217,146.9411,1
535146,Zeta Alert,-23.7617,146.7225,1
535168,Mt Tabor North Alert,-25.1053,147.5783,1
535147,Mt Pisgah Alert,-23.6403,147.1922,1
535149,Sedgeford Alert,-23.8811,146.6331,1
535150,Jericho Alert,-23.6039,146.1303,1
535151,Betanga Alert,-23.6889,146.3425,1
535152,Gillespie Alert,-24.5575,145.7872,1
535153,Glenlee Alert,-24.0719,147.7628,1
535154,Serpentine Alert,-23.8589,147.6139,1
535155,Tarabah Tm,-24.5608,146.4464,1
535163,Coolmaringa Tm-B,-23.3184,149.5224,1
535165,Dooloogarah Alert,-24.8653,147.7131,1
535148,Tambo Airport Tm,-24.8328,146.3131,1
535137,Cockatoo Road Alert,-25.6811,150.1336,1
535207,Minnie Downs (Langlo Rd) Tm,-25.0581,145.837,1
535209,Truno Rd Tm,-24.8681,146.5099,1
537006,Mairindi Creek Tm,-21.3316,139.8513,1
537007,Bogewong Tm,-23.9283,143.5144,1
537008,Vergemont Creek At Westerton Tonkoro Rd,-24.0876,143.1289,1
537009,Raelee Downs Tm,-21.593,143.0356,1
537010,Corfield Tm,-21.7161,143.3742,1
537011,Dagworth Tm,-21.6635,142.199,1
537012,Kirby Tm,-21.9589,141.4817,1
537013,Belmont Tm,-22.1644,143.4504,1
537014,Lanifer Tm,-21.9942,143.2537,1
537005,Oondooroo Tm,-22.1769,143.1636,1
537015,Leeson Tm,-22.1782,142.758,1
537017,Mahrigong Tm,-22.2322,143.7837,1
537018,Malboona Tm,-21.9332,143.56,1
537019,Mountain View (Mt Landsborough) Tm,-22.7175,143.2982,1
537020,Winton Jundah Rd Tm,-23.6371,142.3299,1
538001,Retreat Tm,-25.1856,143.2814,1
538002,Boulia Tm,-22.9125,139.9128,1
538003,Diamantina Lakes Tm,-23.7125,141.0947,1
538006,Windorah (Long Crossing) Tm,-25.3703,142.7258,1
538007,Farrars Ck Tm,-25.1642,141.2387,1
537016,Lorraine Tm,-22.5203,143.5011,1
535208,Mt Enniskillen Tm,-24.6111,146.0166,1
537004,Stonehenge Tm,-24.3356,143.2553,1
536018,Coolagh Tm,-24.1014,144.7192,1
535210,Woolga (Ward Rd) Tm,-25.2087,146.1299,1
535211,Silver Hills Alert,-23.5258,147.5965,1
535212,Sheep Station Creek (Gemfields) Alert,-23.3742,147.5701,1
535213,Planet Downs Alert,-24.3503,148.9944,1
535214,Panorama Creek (Dawson Highway) Alert,-24.4598,148.6044,1
535215,Tambo Lake Tm,-24.8797,146.2574,1
535296,Rivington Alert,-23.9606,146.5606,1
536002,Barcaldine Weir Tm,-23.65,145.2167,1
536003,Blackall Tm,-24.45,145.4667,1
537003,Roxborough Downs Tm,-22.5133,138.8417,1
536005,Darr Tm,-23.2161,144.0806,1
536007,Belyando Crossing Tm,-21.5353,146.8589,1
536008,Twin Hills Tm,-21.9564,146.9422,1
536010,Mt Harden Alert,-24.7531,144.8708,1
536011,Mt Calder Alert,-24.98,145.0653,1
536012,Clermont Alpha Rd Tm,-22.8949,147.2053,1
536013,Laglan Rd Tm,-22.5625,147.0721,1
536015,Tragowel Tm,-22.4184,144.5162,1
536016,Gelebele Tm,-22.2695,144.71,1
536017,Ilfracombe Tm,-23.5134,144.4496,1
536006,Bowen Downs Tm,-22.4492,145.0242,1
538008,Windorah (Lignum Channel) Tm,-25.44,142.8079,1
535136,Broadmere Alert,-25.5686,149.4142,1
535134,Weringa Creek Alert,-26.1189,150.1108,1
535048,Boxvale Tm,-25.4158,148.6214,1
535049,La Palma Tm,-25.3911,149.7908,1
535050,Roundstone Creek Tm,-24.625,149.7886,1
535052,Lake Brown Tm,-24.8436,148.6925,1
535053,Violet Grove Tm,-23.5778,146.6722,1
535054,Rewan Tm,-24.9792,148.3869,1
535055,Broadmere Tm,-25.4939,149.5206,1
535057,Cowley Tm,-23.9767,148.3506,1
535058,Glenora Road Tm,-23.8603,148.1858,1
535042,Springsure Al,-24.1238,148.0889,1
535059,Helen Downs Tm,-24.18,148.4506,1
535061,Red Rock Tm,-24.1189,148.9153,1
535065,Cockatoo Ck Tm,-25.7883,150.2594,1
535066,Peekadoo Tm,-25.9089,149.5033,1
535074,Florence Vale Alert,-23.2408,147.5739,1
535075,Roddas Lookout Alert,-24.1422,148.1542,1
535076,Emerald Alert,-23.5297,148.1664,1
535077,Rubyvale Alert,-23.4183,147.6986,1
535078,Blackboy Creek Tm,-24.1786,149.3503,1
535079,Blackdown Tableland Tm,-23.7514,149.1106,1
535060,Katrina Downs Tm,-24.3586,148.8194,1
535080,Mt Mayde Al,-23.6872,147.4261,1
535038,Wharton Creek Alert,-24.6283,147.4031,1
535028,Clermont Tm,-22.7992,147.5758,1
534020,Cockenzie Tm,-22.0036,148.8353,1
534021,Middlemount Tm,-22.8164,148.69,1
534022,Middlemount Alert,-22.8111,148.6761,1
534023,Dysart Alert,-22.5911,148.3397,1
534024,Logan Creek Tm,-22.1653,147.5628,1
534026,Isaac River Bridge Tm,-22.0494,148.1314,1
534027,Bee Creek Tm,-21.8619,148.5744,1
534028,Fitzroy Developmental Rd Br Tm,-22.4195,148.699,1
534030,Southern Cross Creek Tm,-20.1295,146.1311,1
535032,Utopia Downs Tm,-25.7333,149.3167,1
534031,Marlborough Ck Tm,-22.9678,149.8694,1
534033,Nebo Bore Tm,-21.7367,148.6756,1
534037,Marlborough-Sarina Rd Tm,-22.3496,149.103,1
534039,Oxford Downs-Sarina Rd Tm,-21.771,148.7867,1
534043,Tartrus Alert,-22.9547,149.4233,1
535010,The Lake Tm,-24.3131,148.6133,1
535013,Windamere Tm,-26.0333,149.8833,1
535015,Beckers Tm,-24.0833,149.8333,1
535021,Redcliffe Tm,-24.3386,149.5839,1
535022,Bingegang T/W Tm,-23.0769,149.0314,1
534032,Powlathanga Creek Tm,-20.1749,145.9918,1
535135,Bauhinia Downs Alert,-24.5617,149.2853,1
535081,Green Valley Alert,-23.6794,147.315,1
535083,Glen Rock Al,-24.4636,147.5681,1
535114,Keilambete Alert,-23.4469,147.5961,1
535115,Myall Grove Alert,-24.5525,146.3211,1
535116,Ravensbourne Rd Alert,-24.855,145.5447,1
535117,Tambo Alert,-24.8872,146.2569,1
535118,Allandale Alert,-24.3028,146.0125,1
535119,Wyanga Alert,-24.765,146.0528,1
535120,Barney'S Bore Alert,-24.5438,145.3537,1
535121,Mount Macquarie Alert,-24.6869,145.8908,1
535122,Cootabinya Alert,-25.1597,145.2625,1
535113,Foleyvale  Alert,-23.5272,149.7189,1
535123,Mt Ogg Alert,-24.6723,148.1845,1
535125,Petrona Alert,-24.4072,147.3225,1
535126,Duneira Alert,-24.5383,145.5683,1
535127,Upper Retreat Alert,-23.4453,147.4442,1
535128,Mount Lowe Al,-22.905,148.1497,1
535129,Bundi Road Alert,-26.0947,149.6225,1
535130,Waikola Alert,-26.0003,149.1953,1
535131,Glenhaughton Rd Alert,-25.4172,149.5236,1
535132,Coorada Alert,-25.0114,149.5042,1
535133,Ghinghinda Alert,-25.1497,149.7281,1
535124,Karamea Alert,-24.52,149.77,1
535082,Billaboo Al,-23.5892,147.3219,1
535111,Eurombah Creek Tm,-25.9003,149.4269,1
535108,The Crescent Alert,-24.5917,148.6744,1
535085,Echo Hills Alert,-24.1778,147.4444,1
535086,Upper Claude River Alert,-24.4742,146.9647,1
535087,Upper Van Dyke Al,-24.5008,147.8447,1
535088,Sunny Park Alert,-22.9917,147.4633,1
535089,Tieri Alert,-23.0458,148.3694,1
535090,The Lake Alert,-24.3114,148.6144,1
535091,Humboldt Alert,-24.1033,148.8156,1
535092,Avocet Alert,-23.8228,148.1269,1
535093,Arcturus Downs Alert,-24.0403,148.4017,1
535109,Rolleston Alert,-24.4667,148.6194,1
535094,Comet Weir Alert,-23.6125,148.5514,1
535096,Bedford Weir Tw Alert,-23.3739,148.8408,1
535097,Duckponds Alert,-23.4817,148.4728,1
535098,Gregory Highway Alert,-23.4292,148.1514,1
535099,Raymond Alert,-24.2317,147.645,1
535100,Sapphire Al,-23.4694,147.7261,1
535102,Upper Belyando Tm,-23.1131,146.785,1
535103,Sandy Creek Bridge Tm,-22.8131,147.6414,1
535106,Van Dyke Creek Alert,-24.2019,147.8283,1
535107,Mt Panorama Alert,-24.5614,148.5372,1
535095,Rileys Crossing Alert,-23.5433,148.6053,1
538011,Powell Creek Tm,-25.0678,143.7047,1
538012,Jundah Tm,-24.8291,143.0504,1
539016,Wura Tm,-23.7675,150.3567,1
539217,Wolca Range Alert,-25.078,151.557,1
539219,Dululu Tm,-23.8492,150.2644,1
539220,Alligator Flats Alert,-24.3453,151.5989,1
539221,Iveragh Alert,-24.1319,151.4458,1
539222,Table Tops Alert,-24.5322,151.2094,1
539223,Eden Alert,-24.3017,151.3969,1
539225,Moore Park Alert,-24.715,152.2758,1
539226,Bargara Alert,-24.8333,152.4603,1
539227,Calliope (Stowe Rd) Alert,-24.0008,151.1925,1
539216,Streeters Rd Alert,-24.7492,151.4656,1
539232,Biloela Alert,-24.435,150.541,1
539240,Jambin Alert,-24.198,150.367,1
539242,Kroombit Repeater Alert,-24.3566,150.94,1
539243,Kroombit Tops Alert,-24.358,150.962,1
539244,Linkes Causeway Alert,-24.3806,150.5492,1
539246,Mid Kroombit Alert,-24.4145,150.885,1
539249,Upper Bell Ck Alert,-24.15,150.678,1
539257,Coonambula Alert,-25.5884,151.1489,1
539261,Cherry Ck (Lenihans Rd) Al,-25.0118,152.1423,1
539262,Germanbulyan Ck (Bungadoo) Al,-24.9864,152.0748,1
539236,Callide Dam Inflow Alert,-24.3253,150.6842,1
539263,Pine Creek (Pine Ck Rd) Al,-25.0041,152.1664,1
539215,St Agnes Ck Alert,-25.1347,151.9742,1
539212,Mt Beatrice Alert,-24.5939,151.4303,1
539185,Dakiel Alert,-24.7456,151.2603,1
539186,Dalgangal Rd Alert,-25.4194,151.5225,1
539187,Derra Alert,-25.6733,151.2436,1
539189,Eidsvold Alert,-25.4022,151.1033,1
539190,Flagstone Bridge Alert,-25.66,151.1769,1
539191,Gayndah Flume Alert,-25.6217,151.6031,1
539192,Glencoe Rd Alert,-25.2558,150.7286,1
539194,Marriages Alert,-25.56,151.1839,1
539195,Monal Rd Alert,-24.4722,151.1317,1
539214,Springfield Alert,-24.7533,151.5872,1
539197,Mundubbera Alert,-25.5936,151.3,1
539199,Redbank Alert,-25.4847,150.605,1
539201,Stewarts Bridge Alert,-24.9192,151.2042,1
539205,Bucca Weir Alert,-24.8592,152.0717,1
539206,Moolboolaman Alert,-24.9828,151.8031,1
539207,Fred Haigh Hw Alert,-24.8725,151.85,1
539208,Gaeta Alert,-24.7964,151.6039,1
539209,Gin Gin Alert,-24.9958,151.9567,1
539210,Gin Gin Ck Alert,-24.9686,151.8917,1
539211,Moorlands (Gooburrum Ps) Al,-24.785,152.1892,1
539198,Mungungo Weir Alert,-24.7644,151.16,1
539183,Ceratodus Alert,-25.2831,151.145,1
539264,Stony Creek (Bucca Road) Al,-24.8413,152.1669,1
539266,Tidal Creek (Malvern Drive) Al,-24.6977,152.2392,1
540094,Picnic Point Alert,-26.6444,153.0825,1
540095,Dunethin Rock Alert,-26.5758,153.0092,1
540099,Kenmore Hills Alert,-27.5058,152.925,1
540107,Gold Ck Reservoir Alert,-27.4667,152.8831,1
540110,Three Ways Alert,-27.4453,152.8258,1
540111,Mitchelton(Osborne Rd)Al,-27.4047,152.9775,1
540114,Aspley Reservoir Alert,-27.3756,153.0083,1
540117,Mt Coot-Tha Alert,-27.4647,152.9453,1
540119,Enoggera Dam Alert,-27.4469,152.9264,1
540093,Eumundi Alert,-26.4945,152.9616,1
540120,Geebung Alert,-27.3839,153.0578,1
540124,Deagon Alert,-27.3358,153.0575,1
540125,Eight Mile Plains Alert,-27.5842,153.0875,1
540126,Mansfield Alert,-27.53,153.105,1
540127,Wishart(Greenwood St) Al,-27.5617,153.1031,1
540128,Carindale Alert,-27.5028,153.1044,1
540129,Hemmant Alert,-27.4503,153.125,1
540130,Bowen Hills Alert,-27.4436,153.0328,1
540132,East Brisbane Alert,-27.4911,153.0489,1
540134,Holland Park West Alert,-27.5231,153.0542,1
540121,Everton Hills Alert,-27.3822,152.9783,1
539265,Hermans Gully (Bucca Rd) Al,-24.8649,152.1131,1
540092,Yandina Alert,-26.5621,152.9392,1
540087,Kiels Mountain Alert,-26.6619,153.0185,1
540025,West Barambah Tm,-26.3192,152.0642,1
540026,Bald Knob Alert,-26.7789,152.9153,1
540029,Inala Alert,-27.5884,152.9871,1
540041,Brooklands Tm,-26.7333,151.8167,1
540042,Glenmore Tm,-26.4714,152.0542,1
540043,Brooyar Tm,-26.0067,152.4108,1
540054,Little Nerang Dam Alert,-28.1467,153.285,1
540055,Proston Tm,-26.1833,151.545,1
540058,Kalbar Weir Hw Tm,-27.9353,152.5978,1
540091,Slacks Ck(Loganlea Rd)Al,-27.6475,153.1475,1
540060,Samford Alert,-27.3608,152.8794,1
540063,Colleges Crossing Alert,-27.5572,152.7975,1
540064,Grandchester Alert,-27.6631,152.4611,1
540065,Peak Crossing Alert,-27.7806,152.7311,1
540071,Corinda High Alert,-27.5483,152.9867,1
540078,Marsden (First Ave) Al,-27.6686,153.1031,1
540079,Slacks Ck Reserve Pk Al,-27.6342,153.1253,1
540083,Diddillibah Alert,-26.6406,152.9944,1
540084,Ball Lookout Alert,-26.4561,152.9564,1
540085,Mapleton Alert,-26.6247,152.8664,1
540062,Loamside Alert,-27.6831,152.7297,1
539180,Mt Gayndah Alert,-25.605,151.5403,1
539179,Hawkwood Range Alert,-25.7158,150.9753,1
539178,Hollywell Alert,-25.3319,151.2328,1
539100,Red Hill Tm,-24.4506,150.4236,1
539101,Raglan Ck Tm,-23.8208,150.8194,1
539102,Dairy Ck Tm,-23.6308,150.3886,1
539103,Leesons Tm,-25.155,152.3906,1
539104,Number 7 Dam Tm,-23.6444,150.4056,1
539105,Folding Hills Tm,-24.5756,150.6242,1
539106,South Kariboe Creek Tm,-24.5614,150.7469,1
539107,Craiglands Tm,-24.15,150.5247,1
539108,Paradise Dam Hw Tm,-25.3511,151.9194,1
539099,Blue Hills Tm,-24.5328,150.9206,1
539109,Mundic Gully Tm,-23.6439,150.3736,1
539112,Kroombit Dam Hw Tm,-24.4183,150.7742,1
539115,Wowan Cemetry Rd Tm,-23.9303,150.2108,1
539116,Alma Ck Bore Tm,-23.9522,150.2439,1
539117,Moore Park Tm,-24.725,152.2667,1
539118,Rapleys Tm,-24.3769,151.8253,1
539119,Doreen Tm,-23.9756,150.3406,1
539120,Kroombit Tops Tm,-24.3575,150.9619,1
539121,Bania Tm,-24.94,151.5736,1
539123,Mt Mongrel Alert,-24.2031,151.1797,1
539111,Callide Dam Inflow Tm,-24.3253,150.6842,1
539124,Miriam Vale Alert,-24.3278,151.5694,1
539095,Bindaree Tm,-24.3575,149.8094,1
539078,Stanwell Tm,-23.4836,150.3437,1
