Date,Site,Station name,Mean,Lat,Lon
2022-10-15 22:00:00,409200,Murray River @ Echuca,93.569,-36.119716660,144.747327770
2022-10-15 23:00:00,409200,Murray River @ Echuca,93.601,-36.119716660,144.747327770
2022-10-16 00:00:00,409200,Murray River @ Echuca,93.634,-36.119716660,144.747327770
2022-10-16 01:00:00,409200,Murray River @ Echuca,93.666,-36.119716660,144.747327770
2022-10-16 02:00:00,409200,Murray River @ Echuca,93.704,-36.119716660,144.747327770
2022-10-16 03:00:00,409200,Murray River @ Echuca,93.737,-36.119716660,144.747327770
2022-10-16 04:00:00,409200,Murray River @ Echuca,93.774,-36.119716660,144.747327770
2022-10-16 05:00:00,409200,Murray River @ Echuca,93.811,-36.119716660,144.747327770
2022-10-16 06:00:00,409200,Murray River @ Echuca,93.848,-36.119716660,144.747327770
2022-10-16 07:00:00,409200,Murray River @ Echuca,93.881,-36.119716660,144.747327770
2022-10-16 08:00:00,409200,Murray River @ Echuca,93.914,-36.119716660,144.747327770
2022-10-16 09:00:00,409200,Murray River @ Echuca,93.948,-36.119716660,144.747327770
2022-10-16 10:00:00,409200,Murray River @ Echuca,93.977,-36.119716660,144.747327770
2022-10-16 11:00:00,409200,Murray River @ Echuca,94.005,-36.119716660,144.747327770
2022-10-16 12:00:00,409200,Murray River @ Echuca,94.028,-36.119716660,144.747327770
2022-10-16 13:00:00,409200,Murray River @ Echuca,94.054,-36.119716660,144.747327770
2022-10-16 14:00:00,409200,Murray River @ Echuca,94.078,-36.119716660,144.747327770
2022-10-16 15:00:00,409200,Murray River @ Echuca,94.098,-36.119716660,144.747327770
2022-10-16 16:00:00,409200,Murray River @ Echuca,94.119,-36.119716660,144.747327770
2022-10-16 17:00:00,409200,Murray River @ Echuca,94.136,-36.119716660,144.747327770
