Site,Site name,Lat,Lon
037122,Tulmur,-22.6439,142.2511
038000,Bedourie,-24.3597,139.4714
038002,Birdsville Police Station,-25.9003,139.3492
038003,Boulia Airport,-22.9117,139.9039
038004,Navarra,-24.8522,143.6672
038005,Cluny,-24.5081,139.5881
038006,Coorabulka,-23.7308,140.3075
038007,Currawilla Station,-25.1425,141.3456
038009,Glengyle,-24.7856,139.5919
038010,Glenormiston,-22.9161,138.8042
038012,Jundah Post Office,-24.8303,143.0586
038013,Keeroongooloo,-25.9086,142.7878
038014,Marion Downs,-23.3650,139.6556
038015,Monkira,-24.8217,140.5558
038016,Moothandella Station,-25.5458,142.9419
038017,Mount Leonard Station,-25.6883,140.7536
038018,Retreat,-25.1961,143.2756
038020,Roseberth Station,-25.7900,139.5856
038023,Tanbar Station,-25.8417,141.9189
038024,Windorah Evap,-25.4197,142.6594
038025,Sandringham,-24.0517,139.0639
038026,Birdsville Airport,-25.8975,139.3472
038030,Davenport Downs Station,-24.1550,141.0983
038031,Durrie Station,-25.6881,140.2283
038032,Roxborough Downs,-22.5197,138.8347
038034,Glenlock,-24.9333,143.7417
038035,Trinidad,-25.5903,143.8917
038037,Jundah,-24.8361,143.0500
038038,Windorah,-25.3683,142.7383
038039,Regleigh,-25.7011,143.4558
038044,Canary,-23.2436,140.3603
038048,Kamaran Downs,-24.3353,139.2775
038049,Hayfield,-24.8519,142.6964
038052,Mudgeacca,-23.0581,139.9583
038055,Boulia,-22.9133,139.9117
038056,South Galway,-25.6653,142.1086
038060,Galway Downs,-25.1806,142.6817
038062,Carella Station,-24.6947,143.1275
038063,Haughton Vale,-25.1494,142.9833
038066,Mount Marlow,-24.9453,143.7556
038073,Morney Plains,-25.3714,141.4703
038076,Windorah Airport,-25.4117,142.6647
039000,Abercorn,-25.1333,151.1292
039002,Bajool Post Office,-23.6528,150.6453
039008,Boolburra Tm,-23.7431,149.7831
039009,Boona-Choppa,-24.8408,152.2414
039010,Goondicum,-24.8569,151.4433
039011,Monduran,-24.8878,151.9100
039018,Bustard Head Lighthouse,-24.0222,151.7642
039019,Callemondah Station,-24.2950,150.9400
039022,Camboon Station,-25.0303,150.4342
039035,Melrose,-23.1375,149.9726
039036,Eidsvold Post Office,-25.3706,151.1222
039037,Fairymead Sugar Mill,-24.7910,152.3587
039040,Gin Gin Post Office,-24.9933,151.9606
039043,Glenlands,-23.5255,150.5078
039044,Riverslea Tm,-23.5694,149.9542
039048,Goovigen,-24.1458,150.2867
039049,Gracemerelucas St,-23.4590,150.4557
039054,Jambin Post Office,-24.1967,150.3714
039057,Kalpowar Forestry,-24.6925,151.3047
039059,Lady Elliot Island,-24.1116,152.7161
039066,Gayndah Airport,-25.6167,151.6156
039067,Moonmera,-23.5798,150.4044
039068,Mount Larcom Post Office,-23.8104,150.9783
039070,Mt Perry The Pines,-25.1694,151.6375
039071,Moura Post Office,-24.5722,149.9694
039073,Mundubbera,-25.5908,151.2986
039077,Euleilah Creek,-24.4481,151.8597
039078,Pacific Salt,-23.5782,150.8222
039083,Rockhampton Aero,-23.3753,150.4775
039084,Rosedale Post Office,-24.6294,151.9158
039085,Sandy Cape Lighthouse,-24.7297,153.2083
039089,Thangool Airport,-24.4935,150.5709
039091,Ubobo Store,-24.4050,151.3233
039092,Miara,-24.6792,152.1881
039095,Watalgan Winfield Rd,-24.6342,152.0228
039096,Wateranga,-25.3561,151.8169
039097,Waterloo,-24.7158,152.0075
039102,Wowan Post Office,-23.9078,150.1953
039103,Bancroft,-24.7842,151.2281
039104,Monto Township,-24.8642,151.1247
039106,Mount Kroombit,-24.4118,150.7284
039122,Heron Island Res Stn,-23.4417,151.9125
039123,Gladstone Radar,-23.8553,151.2628
039128,Bundaberg Aero,-24.9069,152.3230
039129,Malakoff,-24.6156,151.1050
039135,Bargara,-24.8037,152.4532
039137,Molangool,-24.7464,151.5417
039142,Woodleigh,-24.8139,149.9892
039143,Baralaba,-24.1817,149.8100
039151,Gonyelinka,-24.8075,150.2197
039158,Theodore,-24.9472,150.0789
039165,Monto,-24.8586,151.1067
039167,Rockybar,-25.4572,150.4614
039168,Woodgate Store,-25.1025,152.5603
039170,Bundaberg,-24.8664,152.3500
039175,Lovandee,-24.4167,151.2119
039177,Glenwood,-25.6964,150.9647
039184,Paradise Dam,-25.3511,151.9194
039186,Bingera Sugar Mill,-24.9297,152.1983
039191,Gayndah,-25.6283,151.6133
039193,Mt Lawless Tm,-25.5450,151.6550
039197,Fig Tree,-24.0314,150.7400
039200,Redbank,-23.1111,149.9142
039201,Belvedere,-24.3278,149.8556
039203,Tannymorel,-24.7756,150.8614
039204,Colodan,-24.9486,150.6842
039205,Wingfield,-24.8725,150.8236
039218,Moolboolaman,-25.0092,151.8100
039220,Charnwood,-24.6544,151.6311
039222,Cania Gorge Park,-24.6619,150.9633
039223,Kolonga,-24.8192,151.7114
039236,Wuruma Dam,-25.1953,150.9903
039237,Deepbank,-25.5406,151.0736
039240,Kroombit,-24.4472,150.7981
039241,Southend Curtis Island,-23.7583,151.3097
039242,Broadmeadows,-23.4009,150.6238
039246,Barnetts Road,-24.5183,151.9619
039248,Tecoma,-24.9389,150.8033
039251,Hillview,-24.7275,151.4308
039252,Ferndale,-24.2122,151.4219
039253,Rowanlea,-24.2719,151.0958
039255,Springs,-24.1665,151.5129
039256,Dingle Dell,-25.1451,151.6272
039257,Woodbine,-23.9719,150.2722
039258,Walla Alert-B,-25.1358,151.9844
039259,Eidsvold Bridge,-25.3772,151.0819
039261,Turkey Station,-24.0964,151.6450
039264,Rockhampton,-23.3811,150.5172
039267,Essendean Bridge,-24.6014,151.8453
039269,Thangool Evap,-24.4864,150.5728
039278,Glenhaven,-24.8394,150.7444
039290,Biloelavalbona,-24.4131,150.5208
039296,Moura,-24.5917,149.9017
039303,Childers South,-25.2558,152.2819
039308,Rannes,-24.1019,150.1097
039311,Glandore,-24.8578,150.4694
039313,Walla Tm,-25.1367,151.9800
039314,Seventeen Seventy,-24.1568,151.8889
039315,Theodore,-24.9525,150.0719
039318,Ceratodus Tm,-25.2831,151.1450
039319,Abercorn Tm,-25.1292,151.1306
039320,Jones Weir Tw Tm,-25.5947,151.2964
039321,Eidsvold Tm,-25.4022,151.1033
039322,Rundle Island,-23.5322,151.2771
039323,Gayndah Flume Tm,-25.6217,151.6031
039324,Marriages Tm,-25.5600,151.1839
039326,Gladstone Airport,-23.8697,151.2214
039328,Stanwell Power Station,-23.5072,150.3211
039332,Lloyona,-24.4100,149.8356
039333,Rocky Springs,-25.6117,150.7472
039334,Hazeldean,-24.0213,150.9603
039338,Old Range Rd Alert,-25.3572,152.0958
039339,Nearum Rd Alert,-25.1097,151.8531
039340,Mingo Creek Alert,-25.3206,151.7214
039341,Byrnestown Alert,-25.5247,151.7600
039343,Malanda,-25.5378,151.3200
039344,Darts Creek,-23.7443,150.9368
039345,Barwood,-25.3256,150.5064
039346,Glenrock,-25.6950,151.3325
039349,Westwood Tm,-23.6264,150.1547
039350,Currajong,-25.0040,151.2250
039351,Upper Ulam Road,-23.6214,150.5408
039352,Bundaberg Alert,-24.8639,152.3503
040004,Amberley Amo,-27.6297,152.7111
040020,Blackbutt Post Office,-26.8858,152.1020
040026,Mungar Gayndah St,-25.6006,152.5928
040028,Brooweena Lahey St,-25.6006,152.2617
040042,Canungra Finch Road,-28.0142,153.1664
040043,Cape Moreton Lighthouse,-27.0314,153.4661
040051,Conondale Township,-26.7297,152.7169
040056,Coominya Post Office,-27.3914,152.5014
040057,Como,-26.1842,152.9136
040060,Cooyar Post Office,-26.9836,151.8303
040068,Double Island Point Lighthouse,-25.9319,153.1906
040069,Duckinwilla Creek,-25.3944,152.4331
040071,Lanark,-26.3828,151.1922
040075,Esk Post Office,-27.2397,152.4219
040078,Eumundicrescent Rd,-26.4769,152.9450
040079,Forest Hill,-27.5831,152.3806
040082,University Of Queensland Gatton,-27.5436,152.3375
040083,Gatton Allan Street,-27.5428,152.2817
040089,Goomboorian,-26.0564,152.7889
040093,Gympie,-26.1831,152.6414
040094,Harrisville Mary Street,-27.8086,152.6675
040095,Hattonvale Oshea Rd,-27.5696,152.4653
040096,Helidon Post Office,-27.5504,152.1246
040099,Imbil Post Office,-26.4592,152.6764
040101,Ipswich,-27.6117,152.7608
040104,Kalbar State School,-27.9424,152.6235
040106,Kenilworth Township,-26.5954,152.7279
040110,Kilcoy Post Office,-26.9425,152.5647
040111,Kilkivan Post Office,-26.0858,152.2381
040113,Kumbia Post Office,-26.6894,151.6550
040115,Lake Manchester,-27.4914,152.7519
040118,Little Yabba Sfr74,-26.6234,152.6840
040120,Lowood Don St,-27.4618,152.5745
040123,Mapleton Post Office,-26.6225,152.8656
040126,Maryborough,-25.5132,152.7152
040135,Moogerah Dam,-28.0302,152.5529
040138,Mounefontein,-26.5078,151.5142
040139,Mt Alford,-28.0708,152.6119
040140,Mt Brisbane,-27.1492,152.5781
040141,Mount Cotton West,-27.6163,153.2039
040142,Mt Crosby,-27.5364,152.7992
040144,Mount Joseph,-25.7411,152.2364
040145,Mt Mee,-27.0625,152.7789
040151,Mungar Junction,-25.6050,152.5892
040157,Nambour Bowling Club,-26.6208,152.9667
040162,Numinbah State Farm,-28.1634,153.2126
040167,Palen Creek Correctional,-28.3260,152.7696
040169,Peachester,-26.8425,152.8819
040170,Pechey Forestry,-27.3042,152.0542
040177,Proston Post Office,-26.1639,151.6014
040182,Green Mountains,-28.2312,153.1356
040184,Rosewood Walloon Rd,-27.6322,152.5944
040186,Samsonvale,-27.2906,152.8214
040188,Sim Jue Creek,-27.2667,152.6272
040189,Somerset Dam,-27.1147,152.5550
040196,Tallebudgera Guineas Creek Road,-28.1400,153.4293
040197,Mt Tamborine Fern St,-27.9695,153.1954
040198,Tarome,-27.9826,152.4996
040199,Tarong,-26.7433,151.8439
040203,Tiaro,-25.7289,152.5814
040205,Toogoolawah Post Office,-27.0878,152.3756
040206,Traveston,-26.3250,152.7869
040209,Point Lookout,-27.4361,153.5456
040211,Archerfield Airport,-27.5716,153.0071
040212,Eagle Farm Racecourse,-27.4279,153.0652
040224,Alderley,-27.4193,153.0026
040231,Manly Railway Station,-27.4565,153.1800
040237,Toombul Bowls Club,-27.3911,153.0628
040244,Sunnybank,-27.5777,153.0577
040246,Warragai,-26.5539,151.4156
040247,Lindfield,-26.8422,152.5803
040251,Wondai Post Office,-26.3172,151.8756
040255,Wooroolin Post Office,-26.4100,151.8150
040258,Yarraman Post Office,-26.8411,151.9805
040259,Yarraman Upper,-26.8933,151.8975
040269,Karragarra Island,-27.6386,153.3775
040284,Beerburrum Forest Station,-26.9586,152.9619
040289,Eumarella,-27.1136,151.8517
040290,Maroon,-28.1725,152.7200
040301,Glenaven,-27.1882,151.9634
040307,Vincent Vale,-26.9664,151.7086
040310,Mt Berryman,-27.7239,152.3108
040312,New Beith,-27.7354,152.9443
040317,Range View,-27.7508,152.6664
040319,Rocky Point Sugar Mill,-27.7349,153.3273
040320,Fort Lytton,-27.4128,153.1506
040329,Atkinsons Dam,-27.4200,152.4506
040334,Biggenden Alert,-25.5122,152.0389
040335,Mt Tamborine Alert,-27.9694,153.2133
040341,Wongawallan Alert,-27.8794,153.2139
040343,Wamuran,-27.0397,152.8678
040345,Luscombe Alert,-27.8064,153.2072
040365,Woolooga,-26.0528,152.3919
040374,Franklyn Vale,-27.7594,152.4564
040376,Tyungun Alert,-28.0867,153.1594
040385,Minmore,-26.5539,151.6678
040386,Kenilworth Bridge,-26.5892,152.7322
040387,Linville,-26.8242,152.2741
040388,Upper Tenthill,-27.6342,152.2206
040390,Teddington Waterworks,-25.6502,152.6646
040394,Mount Barney,-28.2321,152.7829
040395,Fordsdale,-27.7183,152.1211
040396,Maleny Denning Rd,-26.7778,152.8033
040397,Mt Whitestone,-27.6683,152.1592
040400,Moorang,-27.9065,152.4736
040403,Buaraba,-27.3981,152.3553
040405,Hervey Bay Airport,-25.3220,152.8817
040407,Lumeah,-28.0557,153.0330
040412,Toogoom,-25.2483,152.6636
040413,Central Kerry,-28.1556,153.0401
040416,Clearview Tm,-28.0017,153.3083
040417,Miami Bardon Ave,-28.0686,153.4241
040424,West Haldon,-27.7550,152.0814
040426,Gympie,-26.1925,152.6550
040428,Brian Pastures,-25.6550,151.7450
040430,Urangan Hibiscus St,-25.2825,152.8994
040435,Mt Mowbullan,-26.8939,151.6083
040440,Kalbar,-27.9233,152.6008
040441,Lowood,-27.4708,152.5894
040443,Maryborough,-25.5411,152.7056
040444,Gatton,-27.5550,152.2750
040445,Harrisville,-27.8133,152.6417
040447,Rhonda,-27.9902,152.4610
040449,Placid Hills,-27.5572,152.2308
040455,Dunollie,-25.8500,151.3667
040458,Capalaba Water Treat,-27.5314,153.1825
040460,Mount Cotton Farm,-27.6081,153.2381
040463,Oxley,-27.5795,152.9875
040469,Marodian Homestead,-25.8694,152.3172
040478,Fraser Island Eurong,-25.5048,153.1289
040480,Perseverance Dam,-27.2883,152.1239
040485,Wilsons Peak,-28.2490,152.5232
040486,Yabba Station,-26.6061,152.4392
040490,Carneys Creek The Ranch,-28.2086,152.5389
040493,Homeleigh,-27.7800,152.5346
040500,Embreys Bridge,-26.6403,151.9431
040503,Tallegalla Alert,-27.6075,152.5800
040516,Coomera Foxwell Road,-27.8429,153.3502
040517,Mckenzie Creek,-27.1953,152.7539
040524,Little Nerang Dam,-28.1444,153.2858
040525,Kiamba,-26.5936,152.9036
040534,Wunburra,-28.1629,153.2641
040539,Dulbolla,-28.2119,152.8786
040542,Maclean Bridge,-27.7866,153.0153
040549,Rosewood,-27.6594,152.6044
040550,Numinbah,-28.2452,153.2369
040583,Widgee,-28.2714,153.0742
040584,Hinze Dam,-28.0481,153.2875
040606,Upper Mudgeeraba Water,-28.1056,153.3286
040607,Springbrook Road,-28.2033,153.2721
040609,Elanora Water Treatment Plant,-28.1178,153.4457
040625,Mount Kanigan Radar,-25.9575,152.5769
040627,Woodford,-26.9400,152.7628
040635,Danewood Vale,-26.8369,152.4914
040647,Brisbane Bar Tide Tm,-27.3608,153.1719
040659,Greenbank Thompson Road,-27.6956,152.9408
040661,Mt Gooneringee,-27.0000,152.4333
040662,Lyons Bridge,-27.4700,152.5247
040665,Waterford,-27.6947,153.1364
040671,Killara,-26.2839,151.1897
040672,Withcott,-27.5486,152.0236
040675,Townson,-27.9097,152.3886
040677,Maroon Dam,-28.1752,152.6557
040679,Bauple East Tm,-25.8222,152.7211
040684,Evandale,-28.0056,153.4278
040686,Beenham Valley Rd,-26.1842,152.8208
040688,Miva,-25.9575,152.4919
040693,Highvale,-27.3786,152.8164
040695,Palmwoods,-26.6842,152.9589
040701,Kuss Road,-27.6661,152.5417
040702,Stokes Crossing,-27.7641,152.5374
040708,Monogorilbyhome,-26.0336,151.0603
040709,Eagleby,-27.6956,153.1978
040710,Yarrahappini,-27.8347,152.9858
040714,Round Mountain Tm,-28.0708,152.9272
040715,Shailer Park Oregon Drve,-27.6473,153.1718
040716,Laidley,-27.6514,152.3808
040717,Coolangatta,-28.1681,153.5053
040719,New Beith Tm,-27.7300,152.9483
040722,Boondooma Dam,-26.0942,151.4417
040723,Beenleigh,-27.7269,153.2194
040728,Mount Mcconnel,-27.0000,152.4433
040729,Boonah,-28.0033,152.6875
040732,Wallen Wallen,-27.5300,153.4194
040738,Bromfleet Tm,-27.9114,153.1056
040751,Thornton,-27.7956,152.3753
040752,Devon Hills Tm,-26.8997,152.3214
040754,Rathdowney Tm,-28.2153,152.8681
040755,Cooran,-26.5575,152.7714
040756,Boreen Point,-26.2856,152.9953
040759,Corbould Pk Racecourse,-26.7850,153.0686
040761,Wolffdene Alert,-27.7828,153.1889
040762,Yarrahappini Tm,-27.8336,152.9878
040763,Wivenhoe Dam,-27.3950,152.6097
040764,Gold Coast Seaway,-27.9390,153.4283
040770,Ormiston College,-27.5152,153.2492
040772,Tewantin,-26.3947,153.0408
040774,Morayfield Mark St,-27.1038,152.9461
040776,Gympie Tm,-26.1925,152.6550
040777,Imbil Alert,-26.4572,152.6803
040778,Zachariah Tm,-26.3583,152.6283
040780,Hygait Tm,-26.3817,152.6483
040781,Dagun Pocket Tm,-26.3225,152.7025
040782,Cooran Tm,-26.3297,152.8136
040784,Calamvale Alert,-27.6150,153.0444
040785,Carole Park Alert,-27.6017,152.9511
040786,Jingle Downs Alert,-27.7456,152.9081
040788,Forestdaleal,-27.6583,153.0000
040789,Durack King Ave Alert,-27.5936,152.9968
040790,Mt Gravatt Alert,-27.5467,153.0717
040791,Coopers Plains Alert,-27.5650,153.0269
040793,Lyons Alert,-27.7633,152.8367
040794,Greenbankal,-27.6956,152.9333
040796,Beatty Road Alert,-27.5875,153.0094
040801,Kandanga Tm,-26.3878,152.6842
040808,Cressbrook Dam,-27.2641,152.1959
040811,Kilkivan Tm,-26.0833,152.2167
040812,Moggill Alert,-27.5861,152.8578
040813,Upper Brookfield Tm,-27.4833,152.8833
040814,Moy Pocket Tm,-26.5261,152.7439
040817,Rifle Range Road Tm,-27.4667,152.5333
040818,Mt Crosby Tm,-27.5364,152.7992
040819,Moggill Tm,-27.5950,152.8630
040820,Somerset Dam Tm,-27.1169,152.5550
040822,Gregor Creek Tm,-26.9997,152.3997
040823,Rosentreters Bridge Tm,-27.1381,152.3294
040824,Fishermans Pocket Tm,-26.1711,152.5994
040825,Marodian Tm,-25.9000,152.3497
040826,Miva Tm,-25.9500,152.5000
040827,Ban Ban Tm,-25.7108,151.8083
040829,Helidon Tm,-27.5439,152.1133
040830,Bellbird Creek Tm,-26.6274,152.7046
040831,Ipswich Alert,-27.6117,152.7611
040832,Forest Home Tm,-28.2033,152.7700
040833,Home Park Tm,-25.7683,152.5250
040834,Litzows Tm,-26.2950,152.0500
040835,Mulgowie Tm,-27.7317,152.3633
040836,One Mile Bridge Alert,-27.6272,152.7461
040837,Stonelands Tm,-26.0467,151.7250
040838,Three Mile Bridge Alert,-27.6322,152.7269
040841,Croftby Tm,-28.1481,152.5700
040842,Brisbane Aero,-27.3917,153.1292
040844,Beechmont Alert,-28.1333,153.1899
040845,Binna Burra Alert,-28.2006,153.1872
040846,Clearview Alert,-28.0017,153.3083
040847,Hinze Dam Hw Alert,-28.0522,153.2817
040848,Lower Springbrook Alert,-28.2069,153.2708
040849,Coombabah Water Treatment Plant,-27.9136,153.3657
040850,Baroon Pocket Dam,-26.7150,152.8719
040853,Redland Bay Golf Club,-27.6023,153.2952
040854,Logan City Water Treatment Plant,-27.6839,153.1947
040856,Rainbow Beach,-25.9007,153.0891
040861,Sunshine Coast Airport,-26.5990,153.0912
040865,Cannon Cove Tm,-28.0936,152.7158
040867,Kalbar Tm,-27.9406,152.6236
040868,Mt Joseph Tm,-25.7417,152.2353
040872,Blackstone Bridge Alert,-27.6219,152.7978
040873,Harding Street Alert,-27.6375,152.7903
040874,Brisbane Road Alert,-27.6078,152.9083
040875,Bundamba School Alert,-27.6117,152.8064
040876,Wilsons Peak Alert,-28.2372,152.4867
040878,Waterford Alert,-27.6947,153.1364
040881,Air Sea Rescue Alert,-27.9525,153.4242
040882,Numinbah Alert,-28.1653,153.2161
040885,Point Lookout Bimba St,-27.4304,153.5395
040886,Mt Binga,-27.0092,151.9847
040889,Oakwood Tm,-26.4472,152.4869
040891,Brooweena Tm,-25.6022,152.2603
040892,Mt Kanigan Al,-25.9575,152.5769
040893,Goomboorian Alert,-26.0642,152.7728
040896,Teddington Weir Hw Tm,-25.6517,152.6633
040901,Marburg Radar,-27.6063,152.5401
040902,Musket Flat Mt Alert,-25.4969,152.3836
040903,Pacific Haven Alert,-25.2386,152.5319
040904,Railway Bridge Alert,-25.2756,152.5089
040905,Upper Cherwell Alert,-25.2928,152.4097
040906,Lenthalls Dam Alert,-25.4019,152.5317
040907,Howard Alert,-25.3289,152.5619
040908,Tewantin Rsl Park,-26.3911,153.0403
040912,Franklyn Vale Alert,-27.7597,152.4700
040913,Brisbane,-27.4808,153.0389
040914,Mt Tarampa,-27.4942,152.4972
040917,Brisbane Port Control,-27.4307,153.1158
040919,Kingfisher Bay Resort,-25.3919,153.0292
040922,Kingaroy Airport,-26.5737,151.8398
040924,Woodford Stanmore,-26.9028,152.7664
040925,Banana Bank North Beacon,-27.5327,153.3333
040926,Inner Reciprocal Marker,-27.2633,153.2419
040927,Spitfire Channel Beacon,-27.0481,153.2664
040928,Karalee,-27.5639,152.8208
040930,Laheys Lookout Alert,-27.9972,153.1825
040931,O'Reillys Alert,-28.2314,153.1356
040932,Darlington Alert,-28.2608,153.0917
040933,Foxley Alert,-28.2700,153.0264
040934,Romani Alert,-27.8464,152.9061
040935,Maclean Bridge Alert,-27.7864,153.0161
040936,Lumeah Alert,-28.0614,153.0408
040937,Benobble Alert,-27.9978,153.1575
040938,Bromfleet Alert,-27.9108,153.1047
040939,Beaudesert Alert,-27.9681,152.9861
040940,Yarrahappini Alert,-27.8336,152.9878
040941,Kooralbyn Alert,-28.0661,152.8532
040942,Palen Creek Alert,-28.3222,152.7697
040943,Dieckmans Bridge Alert,-28.2453,152.8908
040944,Rudds Lane Alert,-28.1692,152.9833
040945,Round Mountain Alert,-28.0708,152.9272
040946,Rathdowney Alert,-28.2153,152.8681
040947,Croftby Alert,-28.1481,152.5700
040948,Knapps Peak Alert,-28.1461,152.7358
040949,Boonah Alert,-28.0033,152.6875
040950,The Overflow Alert,-27.9292,152.8597
040955,Springvale,-25.8197,152.1917
040958,Redcliffe,-27.2169,153.0922
040959,Redcliffe Jetty,-27.2261,153.1172
040962,Ebbw Vale,-27.6053,152.8244
040964,Regents Park,-27.6696,153.0442
040965,Clontarf,-27.2442,153.0867
040966,Brisbane,-27.7181,153.2400
040969,Godwin Beach,-27.0717,153.1058
040971,Nambour Base Station Alert,-26.6283,152.9586
040973,Windaroo,-27.7472,153.1919
040974,Logan City Enviromon Basestation,-27.6431,153.1039
040975,Caboolture Mbrc Enviromon Basestation,-27.0836,152.9508
040976,Brisbane Botanic Gardens Mt Coot-Tha,-27.4753,152.9753
040978,Bribie Island Alert,-27.0797,153.1803
040980,Deception Bay Alert,-27.1822,153.0186
040982,River Heads,-25.3967,152.9139
040983,Beaudesert Drumley Street,-27.9707,152.9898
040984,Macleay Island,-27.5969,153.3533
040987,Gold Coast Sand Bypass Jetty,-27.9387,153.4326
040988,Nambour Daffhillside,-26.6442,152.9383
040989,Gregors Creek,-26.9606,152.4681
040990,Kholo The Plateau,-27.5131,152.7692
040991,Esk White Rock,-27.2717,152.4286
040993,Gympie Alert,-26.1925,152.6550
040995,Noosaville,-26.4064,153.1025
040998,Caloundra Airport,-26.7979,153.1059
040999,Landsborough,-26.7892,152.9792
041005,Bell Police,-26.9344,151.4517
041007,Brigalow Post Office,-26.8436,150.7892
041008,Bowenville,-27.3033,151.4931
041009,Bybera,-28.2669,150.8108
041011,Cambooya Post Office,-27.7072,151.8650
041012,Fernflat,-26.6764,150.8992
041013,Canning Downs,-28.2263,152.0650
041014,Carbean,-28.3541,151.6281
041016,Cecil Plains Homestead,-27.5331,151.2025
041017,Chinchilla Water Treatment Plant,-26.7438,150.6025
041018,Clifton Post Office,-27.9317,151.9058
041019,Condamine Plains,-27.7233,151.2869
041022,Dalveen,-28.4962,151.9730
041024,Doctors Creek,-27.2067,151.8467
041025,Dunmore State Forest,-27.5758,151.0800
041034,Glenelg,-28.4039,151.4703
041037,Goombungee Post Office,-27.3072,151.8506
041040,Greenmount Post Office,-27.7869,151.9050
041041,Coolesha,-28.2414,151.7264
041042,Haden Post Office,-27.2242,151.8833
041046,The Head,-28.2818,152.4174
041047,Inglewood Post Office,-28.4147,151.0828
041050,Jandowae Post Office,-26.7797,151.1111
041052,Jingi Jingi,-26.6928,151.0964
041053,Jondaryan Post Office,-27.3675,151.5897
041056,Killarney Post Office,-28.3344,152.2953
041060,Leyburn,-28.0092,151.5861
041062,Laguna,-27.8083,151.3267
041063,Leyburn Post Office,-28.0106,151.5856
041069,Millmerran Post Office,-27.8742,151.2717
041072,Mount Irving,-27.4831,151.6003
041075,Nobby Tooth St,-27.8530,151.9023
041082,Pittsworth,-27.7228,151.6361
041083,Pratten,-28.0694,151.7797
041085,Queen Mary Falls,-28.3253,152.3942
041086,Quendon,-26.6653,151.3969
041087,Riverton,-29.0314,151.4897
041090,Darr Creek Al,-26.5392,151.1347
041091,Lauriedale,-26.8086,151.0806
041092,Ballon Al,-26.4489,150.8925
041095,Stanthorpe Leslie Parade,-28.6617,151.9339
041096,Mt Kynoch,-27.5094,151.9547
041098,Tannymorel,-28.2915,152.2464
041099,Tara Township,-27.2756,150.4617
041100,Texas Post Office,-28.8544,151.1681
041106,Upper Forest Springs,-27.9651,152.0752
041110,Turallin,-27.8314,151.1964
041112,Giddi Giddi South Tm,-28.4033,150.0517
041115,Maravale,-27.2105,151.6174
041116,Wallangarra Post Office,-28.9236,151.9311
041120,Yangan Post Office,-28.1956,152.2090
041124,Kilbronae Tm,-28.2817,150.3747
041128,Wondalli,-28.5003,150.5866
041131,Cooranga North,-26.7733,151.3819
041134,Top Plains,-28.3128,152.4025
041145,Marnhull,-26.8397,151.1650
041152,Langley Tm,-27.9753,150.9225
041162,Bybera Tm,-28.2694,150.8106
041166,Springside,-27.6764,151.6022
041167,Helenvale,-28.1710,152.2761
041168,Rosevale,-26.7064,151.3025
041169,Kerimbilla Tm,-28.3911,150.4825
041170,Aubigny Purrawunda,-27.5433,151.6383
041175,Applethorpe,-28.6217,151.9533
041182,Whittaker,-27.1842,151.5696
041191,Victory Downs,-27.2627,151.3747
041192,Valhalla,-28.3692,151.7964
041198,Tingha,-27.1464,151.3033
041202,Talgai,-27.0203,151.7114
041208,Spring Creek,-28.3542,152.3392
041209,Sorrento,-28.4807,151.8857
041212,Rosalie Plains,-27.2074,151.6764
041215,Riverview Hopeland,-26.8147,150.6875
041219,Redbank,-27.9936,151.5542
041229,Maryvale,-28.0775,152.2625
041230,Limevale Tm,-28.7250,151.1843
041240,Hereward,-27.1858,151.1419
041242,Little Ridge,-27.0180,151.6349
041250,Pampas,-27.7894,151.4133
041257,Kupunn,-27.2308,151.1022
041259,Clintonvale,-28.0719,152.1297
041261,Kia Ora,-27.1156,150.7650
041266,Lillingstone,-27.0706,151.3731
041270,Gunbower,-27.8242,151.5803
041275,Glenroy Massie,-28.1469,151.9253
041276,Glenrive,-27.9292,152.1606
041277,Glenroy,-26.7675,151.2075
041285,Fairleigh,-28.3272,151.8450
041291,Ehlma Park,-26.8736,150.8689
041297,Daandine,-27.0981,150.9786
041306,Tosari,-27.8628,151.4536
041310,Kuyura,-26.8886,151.2006
041314,Brookstead Post Office,-27.7578,151.4483
041318,Carramar,-27.9598,151.3251
041323,Mandala,-28.0187,152.2861
041327,Bairnsdale,-27.7694,151.7732
041338,Ballandean Post Office,-28.8011,151.8421
041339,Loudoun Bridge,-27.2136,151.1858
041342,Tummaville,-27.8717,151.5103
041343,Yangan,-28.2006,152.2156
041344,Karara,-28.2075,151.5608
041345,Allora,-28.0367,151.9867
041346,Ranges Bridge,-27.1228,151.0908
041348,Wyaga Tm,-28.1667,150.6444
041350,Goondiwindi,-28.5514,150.3086
041351,Chinchilla,-26.7417,150.6208
041352,Clifton,-27.9286,151.8600
041357,Warwick,-28.2111,152.0275
041358,Tipton Bridge,-27.4417,151.2567
041359,Oakey Aero,-27.4034,151.7413
041360,Bengalla,-28.6550,150.6667
041362,Tartha,-27.7161,150.2244
041364,Retreat,-27.8664,150.3783
041365,Pikedale Tm,-28.6514,151.6336
041366,Giddi Giddi South,-28.4036,150.0483
041368,Tartha,-27.7161,150.2244
041369,Moyola,-27.5233,151.8819
041370,Yagaburne,-28.1236,150.5431
041371,Melva,-28.4577,151.6817
041376,Warroo Station,-28.5389,151.3481
041377,Tummurrami,-28.3415,151.5369
