Site,Site name,Lat,Lon
009862,Capercup,-33.5083,116.7386
009865,Warra Jarra,-34.3997,118.8867
009868,Munglinup,-33.7078,120.8653
009870,Cape Le Grand Nat Park,-33.9161,122.2083
009871,Windy Harbour,-34.8373,116.0260
009875,Mount Barker North,-34.5702,117.6230
009877,Ludlow,-33.6033,115.4983
009891,Pinjarra Refinery,-32.6553,115.9309
009893,Willowdale,-32.9233,116.0078
009894,Wagerup Refinery,-32.9183,115.9217
009897,Cape Arid National Park,-33.8539,123.0074
009899,Karralea,-34.8883,118.0789
009904,Walters Farm,-34.5967,116.1072
009906,Glengarren,-34.1378,116.2333
009907,Yanmah,-34.2131,116.0231
009908,One Tree Bridge,-34.2289,115.9294
009909,Aston Downs,-33.7914,115.3189
009911,Charlies Creek,-33.5947,115.9581
009912,Ferguson Valley,-33.4450,115.8508
009913,Ekamurra,-33.6906,115.8439
009914,Valern,-33.3545,116.6747
009917,Perivale Orchard,-33.7058,115.7878
009921,Oldfield,-33.6539,121.3683
009922,West Lort River,-33.6492,121.1972
009923,Worsley Downs,-33.3156,115.9861
009924,Wyndarra,-34.2489,116.4969
009927,The Wold,-33.6028,116.0128
009928,Vermeulen,-34.8389,116.7211
009930,Tamaru,-34.8802,118.0509
009936,Huntly,-32.6239,116.0603
009937,Busselton Jetty,-33.6294,115.3383
009954,Merivale Farm,-33.8097,122.0844
009957,Peaceful Bay,-35.0367,116.9247
009958,Karrivale,-34.6625,117.8394
009961,Hopetoun North,-33.9306,120.1283
009964,Rocky Gully,-34.5714,117.0106
009965,Bunbury,-33.3567,115.6447
009966,Old Culicup,-33.8578,116.6750
009967,Narrikup West,-34.7772,117.6508
009968,Shannon,-34.5683,116.3367
009971,Acton Park,-33.7845,115.4072
009976,Pinjarra South,-32.6453,115.8644
009977,Mandurah,-32.5219,115.7119
009978,Jindong,-33.7563,115.2096
009979,Coramup,-33.7622,121.9336
009980,Karri Valley Resort,-34.4211,115.8519
009982,Henty Brook,-33.3889,115.8507
009983,Styles Tower,-33.9123,115.8999
009984,Vasse Hwy Cb3,-33.7033,115.4002
009985,Little Chorkerup,-34.8342,117.7919
009987,Paynedale Alert,-33.6416,115.7033
009988,Happy Valley,-33.6808,115.6242
009989,Thomson Brook,-33.6458,115.9553
009990,Boyanup North,-33.4777,115.7391
009991,Donnybrook East,-33.5711,115.8383
009992,Capel North,-33.5435,115.5509
009994,Collie East,-33.3608,116.1717
009997,Ravenscliffe Alert,-33.7647,115.8431
009998,North Walpole,-34.9469,116.7222
009999,Albany Airport,-34.9411,117.8158
010000,Amery Acres,-31.1683,117.0736
010002,Baandee North,-31.3667,117.9031
010004,Beacon,-30.4492,117.8650
010006,Belka,-31.7269,118.1103
010007,Bencubbin,-30.8081,117.8603
010009,Bolgart,-31.2744,116.5092
010010,Bonnie Doon,-30.9386,117.9642
010011,Bonnie Rock,-30.4722,118.3819
010012,Boodjerakine,-31.5258,117.4064
010016,Bruce Rock,-31.8775,118.1500
010017,Bungulla North,-31.5547,117.5858
010018,Burakin,-30.5325,117.1739
010019,Burracoppin,-31.3958,118.4808
010021,North Beacon,-30.2008,117.9389
010023,Warradong Farm,-31.5003,116.9411
010026,Goodlands,-30.0606,117.1417
010030,Wattoning,-30.7767,118.1992
010031,Yorkrakine Tbrg,-31.3742,117.5861
010032,Cowcowing,-30.9964,117.3953
010034,Fort Hill,-31.7272,118.2931
010036,Youndegin,-31.7972,117.3614
010037,Cuttening,-31.7264,117.7644
010039,Doodarding Well,-31.0072,117.2042
010040,Doodlakine,-31.6089,117.8775
010041,Doongin Peak,-31.6192,117.4372
010042,Dowerin,-31.1936,117.0311
010043,Caljie,-31.7661,116.9167
010044,Bungulla,-31.6231,117.5431
010045,Ejanding,-31.0114,117.1336
010047,Gum Park,-31.0467,118.1514
010052,Aleppo,-31.4453,117.2219
010053,Friars Well,-31.7233,118.4372
010055,Gabbin,-30.7997,117.6806
010058,Goomalling,-31.2994,116.8269
010060,Graball,-31.9889,118.5106
010061,Happy Valley,-31.1417,116.9558
010064,Bolgart Bin,-31.2747,116.5075
010068,White Wells,-29.5817,116.9644
010070,Kalannie,-30.3686,117.1133
010073,Kellerberrin,-31.6183,117.7217
010075,Mount Gibson,-29.6061,117.4106
010076,Konnongorring,-31.0597,116.7319
010077,Koorda,-30.8250,117.4825
010082,Kununoppin,-31.1125,117.9186
010083,The Pines,-31.3725,118.1961
010084,Glamoff,-30.1056,117.3597
010089,Long Forest,-31.3489,116.6500
010091,Meckering,-31.6322,117.0081
010092,Merredin,-31.4756,118.2789
010095,Millston,-31.5936,118.2347
010097,Moningarin,-30.6569,117.2625
010102,Mukinbudin,-30.9153,118.2105
010104,Nanyanine,-31.4025,117.7239
010108,Nokaning,-31.3261,118.2464
010111,Northam,-31.6508,116.6586
010112,Nungarin,-31.1842,118.1006
010115,Quellington,-31.7714,116.8647
010116,Quondong,-31.5397,117.4781
010118,Breakell,-31.9917,118.0264
010119,Kitlane,-31.7950,118.3947
010120,Doodenanning,-31.9092,117.0986
010121,Tammin,-31.6431,117.4872
010122,Telenning Hill,-31.8308,117.4875
010123,The Granites,-31.9925,117.9325
010124,Nangeenan,-31.5178,118.1694
010125,Toodyay,-31.5517,116.4703
010126,Trayning,-31.1153,117.7942
010129,Mount Noddy,-31.5866,116.8862
010132,Mount Hardey,-31.9209,116.8151
010134,Wattening,-31.3119,116.5150
010135,Wialki,-30.4869,118.1258
010136,Wialki South,-30.5892,118.1489
010137,Wialki North,-30.3294,118.0872
010138,Wooroloo,-31.8150,116.3413
010140,Wyalkatchem,-31.1806,117.3797
010141,Xantippe,-30.2897,117.0108
010143,Ygnattering,-31.4150,117.2664
010145,Yorkrakine,-31.3756,117.5853
010149,Codg Codgen,-31.3361,117.8164
010150,Grass Valley,-31.6358,116.7969
010151,Hines Hill,-31.5317,118.0986
010152,Muresk Institute,-31.7500,116.6833
010155,Cadoux,-30.7686,117.1361
010156,Calingiri,-31.0906,116.4522
010158,Beria,-30.4072,118.2797
010160,Quella Park,-31.4533,117.1194
010163,Jaroma,-31.7706,117.1433
010165,Green Hills,-31.9408,116.9839
010192,Jourerdine,-30.5539,118.2828
010195,Karara,-29.2392,116.7122
010230,Waeel,-31.6155,117.0618
010238,Mollerin North,-30.3092,117.4458
010243,Fairfields,-31.4972,117.5894
010244,Bakers Hill,-31.7469,116.4561
010251,Danberrin,-31.2867,118.0592
010257,Spring Valley,-31.5094,117.7681
010260,Bimbijy,-29.6981,118.0397
010261,South Doodlakine Radar,-31.7770,117.9529
010264,Kenandra,-30.1547,117.8214
010283,Shackleton,-31.9331,117.8356
010286,Cunderdin Airfield,-31.6219,117.2217
010289,Glenavon,-31.7364,117.4150
010294,Coodernuppin,-31.5736,117.5097
010295,Balkuling North,-31.9067,117.2336
010298,Koonadgin,-31.5594,118.5819
010304,Nunile,-31.4868,116.5383
010305,De-Eranning,-30.7261,118.4219
010307,Quadney,-31.7936,116.6278
010308,Toodyay East,-31.5500,116.4867
010310,Werribee,-31.7718,116.3263
010311,York,-31.8997,116.7650
010502,Amelup,-34.2553,118.2214
010503,Ardath,-32.0504,118.0684
010504,Oak Park,-34.0811,117.5181
010505,Arthur River,-33.3392,117.0350
010506,Benalla,-34.1467,117.3961
010507,Babakin,-32.1242,118.0222
010508,Badgebup,-33.6361,117.9278
010510,Barooga,-33.1642,116.7992
010511,Wickepin South,-32.8022,117.5025
010513,Bendering,-32.3869,118.2622
010515,Beverley,-32.1083,116.9247
010518,Booralee,-32.4006,118.6058
010519,Borden,-34.0717,118.2628
010520,Boscabel,-33.6614,117.0539
010524,Brookton,-32.3728,117.0086
010525,Broomehill,-33.8441,117.6437
010527,Bulyee,-32.3686,117.5214
010528,Bunkin,-33.2472,117.6614
010530,Chamingup,-33.9144,117.0994
010531,Cherry Tree,-33.6964,117.2669
010532,Chirelillup,-33.9653,118.0675
010534,Colorado,-32.4825,117.5647
010536,Corrigin,-32.3292,117.8733
010537,Cranbrook,-34.2958,117.5533
010538,Cuballing,-32.8200,117.1775
010539,Milyunup,-34.1792,117.6428
010541,Nyerilup,-33.8594,118.8158
010542,Darkan,-33.3369,116.7428
010543,Dartnall,-34.0414,117.7428
010544,Dellyanine,-33.3956,117.0944
010546,Dumbleyung,-33.3139,117.7422
010547,Duranillin,-33.5167,116.8014
010550,Edenholme,-33.2658,118.4861
010556,Coondee,-32.4814,116.8097
010558,Gnowangerup,-33.9372,118.0075
010560,Graham Rock,-32.5403,119.1122
010564,Hillcroft,-32.3472,116.8553
010565,Holt Rock,-32.6744,119.4144
010566,Horseshoe,-33.5708,117.2022
010568,Hyden,-32.4419,118.8983
010571,Jalna,-32.3789,116.8258
010576,Karlgarin,-32.5000,118.7089
010577,Karlgarin Hill,-32.4828,118.5842
010581,King Rocks,-32.2894,119.1358
010582,Kojonup,-33.8300,117.1590
010583,Kondinin,-32.4947,118.2675
010584,Kulin,-32.6719,118.1547
010586,Kumminin,-32.0081,118.2319
010589,Kwobrup,-33.6100,117.9878
010595,Pingrup South,-33.6514,118.5517
010596,Lake Pingrup,-33.4117,118.5111
010598,Lilydale,-33.1975,116.9106
010600,Nanda Downs,-33.6067,118.4292
010602,Malyalling,-32.6983,117.6542
010603,Hartwood,-32.4231,118.2003
010606,Lake Camm,-32.9267,119.5775
010611,Mount Madden,-33.2761,119.7753
010612,Narembeen,-32.0656,118.3956
010614,Narrogin,-32.9342,117.1797
010617,Newdegate,-33.0939,119.0236
010619,Nyabing,-33.5424,118.1476
010620,Oakland,-32.3044,116.6358
010622,Ongerup,-33.9634,118.4788
010623,Pallinup,-33.9431,117.8514
010625,Pingaring,-32.7533,118.6267
010626,Pingelly,-32.5336,117.0831
010627,Pingrup,-33.5347,118.5092
010628,Quairading,-32.0094,117.4014
010633,Ravensthorpe,-33.5803,120.0458
010634,Redlands,-32.3108,116.7675
010635,Riverdale,-33.7853,116.9064
010636,The Oaks,-33.1567,117.6706
010637,Roselea,-33.0433,118.1025
010638,St Albans,-32.5228,118.3047
010641,Maybrook,-33.3750,116.9053
010643,Tambellup,-34.0444,117.6419
010644,Bathurst,-33.1256,118.1961
010647,Wagin,-33.3075,117.3403
010654,Wickepin,-32.7822,117.4992
010655,Williams,-33.0269,116.8792
010657,Nairibin,-33.3556,117.9161
010658,Wonnaminta,-32.8331,116.9911
010659,Woodanilling,-33.5636,117.4336
010662,Yealering,-32.5936,117.6214
010664,Crooked Pool,-32.9008,117.3986
010665,Kukerin,-33.1886,118.0839
010666,Lochnagar,-32.0394,118.9022
010668,Koorikin,-32.4692,118.1458
010670,Lake Carmody,-32.4831,119.3625
010671,Avoca,-33.1361,117.8814
010677,Narrogin Lightning,-32.9539,117.1939
010691,Kurrara Park,-33.0964,117.4047
010692,Newdegate Research Station,-33.1129,118.8400
010694,Twolganup,-33.9956,117.9164
010696,Amrista Park,-32.6597,118.6319
010698,White House Farm,-32.6258,118.5614
010699,Mindarabin,-33.7136,118.1897
010700,Kojonolokan Hills,-33.4972,117.3131
010702,Mount Walker,-32.1003,118.8058
010703,Yladgee,-33.9475,118.1125
010704,Ballaying,-33.3281,117.5628
010705,Hyden North,-32.3231,118.8264
010707,Jerramungup,-33.9414,118.9203
010708,North Stirlings,-34.2208,117.9811
010715,Barracup,-34.1967,117.7689
010725,Congee,-33.4458,117.6614
010729,Chillinup,-34.3439,118.6306
010776,South Caroling,-32.2072,117.4042
010779,Mianelup,-34.0042,118.0536
010789,Moingup Springs,-34.4003,118.1033
010792,Gairdner,-34.2264,118.9369
010793,Tarwonga,-33.2114,116.9919
010795,Avondale Farm,-32.1178,116.8678
010797,Lake Toolbrunup,-34.2561,117.9261
010799,West Kulin,-32.6339,118.0103
010802,Tanami,-33.4661,118.6361
010803,Maria,-33.0114,118.2389
010807,Bilbarin,-32.1842,117.9675
010811,Nth Ravensthorpe,-33.1806,120.0883
010816,Beaumont,-33.2064,117.6994
010823,Glenmore,-32.2344,117.6444
010831,Glenrose,-33.4836,117.6100
010866,Cranham,-33.9317,117.3258
010869,Carlingup,-33.5942,120.1833
010870,Mainnerup,-33.6914,119.6618
010872,Dunelm,-33.1722,118.2475
010875,Overton,-33.9036,117.1750
010876,Caernarvon Park,-32.7353,116.8381
010878,Chesalon,-33.5557,119.5775
010881,Gibb Rock,-32.1336,119.0261
010888,Dwarda Downs,-32.8125,116.6931
010889,Mordetta,-32.8850,118.6347
010893,The Warriups,-34.3078,117.4347
010894,Allan Rocks,-32.6322,119.0958
010895,Monte Vista,-33.3994,119.9344
010896,Yoorooga,-33.4331,120.1178
010897,Nalyerlup,-34.2206,118.5042
010900,Desert Fringe,-32.9297,119.8367
010904,Swanara,-32.1717,118.6136
010905,Jacup,-33.8878,119.1092
010908,Yangedine,-32.0294,116.8742
010910,Wyonning,-32.6764,117.2708
010911,Lake Grace,-33.1006,118.4647
010912,Yealering East,-32.5878,117.6408
010916,Katanning,-33.6856,117.6064
010917,Wandering,-32.6722,116.6706
010919,Wilgarra,-32.6944,116.6135
010920,Mount Westdale,-32.2683,116.6745
010921,Inglebourne,-34.2351,118.2224
010923,Williams North,-33.0042,116.8511
010924,Newdegate Radar,-33.0969,119.0089
010925,Quairading East,-32.0047,117.4134
011003,Eucla,-31.6797,128.8958
011008,Mundrabilla Station,-31.8433,127.8572
011016,Madura Station,-31.9269,126.9733
011017,Balladonia,-32.4569,123.8653
011019,Eyre,-32.2464,126.3008
011022,Old Eucla,-31.7117,128.8867
011023,Caiguna Asa,-32.2653,125.4894
011025,Moonera,-31.7219,126.5889
011029,Arubiddy,-31.8097,125.9267
011030,Rawlinna Homestead,-31.0417,125.2164
011031,Nevertire,-31.3497,125.2231
011032,Rawlinna Depot,-31.5803,125.2019
011033,Mctaggarts,-31.9178,125.3008
011034,Barvesk,-31.6436,124.9350
011035,Bull Camel,-31.1956,124.8481
011041,Seemore Downs,-30.7428,125.2936
011048,Nightshade,-32.1761,125.3953
011050,Kybo,-31.0239,126.5842
011051,No Worries,-33.2986,123.0658
011052,Forrest,-30.8453,128.1092
011053,Red Rocks Point,-32.2028,127.5297
012001,Albion Downs,-27.2878,120.3919
012007,Boodarockin,-31.0603,118.8367
012009,Norseman Aero,-32.2147,121.7547
012011,Bullfinch,-30.9836,119.0669
012013,Bulong,-30.7503,121.7519
012018,Coolgardie,-30.9586,121.1739
012025,Depot Springs,-27.9332,120.0577
012026,Bodallin South,-31.6419,118.9019
012027,Edjudina,-29.8119,122.3547
012028,Gorya Valley,-33.0372,121.6644
012029,Fraser Range,-32.0339,122.8017
012032,Glenorn,-29.0869,121.6753
012038,Kalgoorlie-Boulder Airport,-30.7847,121.4533
012043,Kookynie,-29.3361,121.4944
012044,Munglinup West,-33.5547,120.6997
012045,Laverton,-28.6303,122.4072
012046,Leonora,-28.8879,121.3302
012052,Menzies,-29.6939,121.0297
012054,Dobra Scritia,-31.4161,119.0467
012056,Moree,-31.5939,119.1419
012062,Nambi,-28.3897,121.6775
012064,Noongaar,-31.3300,118.9672
012066,Ora Banda,-30.3764,121.0633
012067,Pinnacles,-28.1969,120.4378
012071,Salmon Gums Res.Stn.,-32.9869,121.6239
012072,Sandstone,-27.9872,119.2973
012075,Speddingup,-33.5172,121.7500
012077,I Dunno,-32.8606,121.7081
012079,Turkey Hill North,-31.0378,119.3064
012082,Weebo,-28.0075,121.0784
012083,Westonia,-31.3017,118.6980
012088,Yakabindie,-27.5750,120.5319
012090,Yeelirrie,-27.2842,120.0931
012092,Yuinmery,-28.5606,119.0161
012093,Yundamindra,-29.2472,122.1022
012101,Seven Oaks,-31.3214,118.5475
012106,Woolibar,-31.0731,121.6650
012107,Braeside,-33.4226,121.9898
012108,Wonganoo,-27.1397,121.3397
012114,Richfields,-33.6839,120.6958
012117,Kambalda West,-31.2186,121.6181
012140,Kanga Downs,-33.3619,121.0614
012141,Windarling,-30.0242,119.2800
012152,Koorarawalyee,-31.2608,120.0217
012176,Sturt Meadows,-28.6781,120.9706
012187,Yerilla,-29.4711,121.8272
012191,Kanandah,-30.8958,124.8658
012198,Scaddan West,-33.3844,121.4494
012201,Youanmi Valley,-31.7036,119.2378
012204,Dedari,-31.0931,120.6908
012220,Cowarna Downs,-31.0089,122.3567
012223,Lort River,-33.2204,121.3532
012226,Bodallin North,-31.1664,118.8878
012227,Koolyanobbing,-30.8183,119.5197
012239,Bulga Downs,-28.4967,119.7436
012240,Ilkurlka,-28.3514,127.5169
012241,Leonora Aero,-28.8789,121.3186
012247,Gindalbie,-30.2819,121.7606
012255,Wittenoom Hills,-33.5656,122.2714
012259,Credo,-30.4653,120.8283
012265,Circle Valley,-33.0603,121.7983
012267,Shamba,-33.5425,121.2014
012280,Banjawarn,-27.7036,121.6131
012283,Tarmoola,-28.7175,121.1506
012291,River Plains,-33.4578,120.9150
012293,Rocky Plains,-33.6211,122.6000
012295,Coppin Rock,-31.1003,118.6019
012297,Beaumont West,-33.4853,122.5867
012298,Mulgara,-31.7575,119.4522
012304,Melrose,-27.9283,121.3047
012305,Laverton Aero,-28.6133,122.4236
012306,Sparkle Hill,-33.5239,122.9469
012308,Mount Ridley,-33.3356,122.0697
012311,Hill Plains,-33.4661,122.3973
012312,Katta Barega,-33.5906,122.4519
012313,Geeraning,-30.6014,118.5228
012314,Leinster Aero,-27.8386,120.7031
012318,Walling Rock,-29.3494,120.4006
012320,Southern Cross Airfield,-31.2353,119.3564
013002,Glen-Ayle,-25.2661,122.0433
013005,Lorna Glen,-26.2253,121.5561
013006,Millrose,-26.4006,120.9539
013011,Warburton Airfield,-26.1317,126.5839
013014,Cunyu Shearing Shed,-25.8181,120.1706
013015,Carnegie,-25.7964,122.9753
013017,Giles Meteorological Office,-25.0341,128.3010
013018,Wongawol,-26.1208,121.9403
013024,Prenti Downs,-26.5172,122.8075
013030,Telfer Aero,-21.7125,122.2281
013032,Granite Peak,-25.6361,121.3533
013034,Barwidgee,-27.0336,120.9233
013035,Delita Station,-27.0336,122.4439
013038,Cunyu,-25.7069,120.3478
013039,Packsaddle Farm,-26.5994,120.3417
013040,Tjukayirla,-27.1542,124.5747
013043,Parnngurr,-22.8181,122.5956
013044,Wiluna Aero,-26.6273,120.2195
013045,Balgo Hills Asa,-20.1350,127.9892
014003,Darwin Profiler50Mhz,-12.4444,130.9542
014004,Berrimah Radar,-12.4600,130.9300
014009,Channel Island,-12.5547,130.8677
014010,Dundee Beach School,-12.7511,130.3784
014013,Geriatric Park,-12.8100,130.4576
014015,Darwin Airport,-12.4239,130.8925
014021,Buley Rockhole,-13.1135,130.7973
014022,Darwin River Ridge,-12.8136,130.9875
014030,Delissaville Airstrip,-12.5510,130.6867
014031,Charles Point,-12.3895,130.6306
014032,Koolpinyah,-12.3890,131.1767
014041,Middle Point,-12.6050,131.2988
014042,Oenpelli,-12.3236,133.0579
014048,Leaders Creek,-12.2242,131.0918
014049,Darwin Bowls Club,-12.4355,130.8374
014050,Fort Hill Wharf,-12.4706,130.8455
014055,Upper Adelaide River,-13.4810,131.1172
014059,Foelsche Headland,-14.0829,131.8099
014062,Edith Falls Ridge,-14.1434,132.1925
014063,Darwin Profiler West,-12.4428,130.9539
014064,Darwin Profiler20Mhz,-12.4437,130.9553
014065,Darwin Profiler North,-12.4419,130.9555
014069,Darwin Profiler East,-12.4430,130.9568
014073,Hayes Creek,-13.5835,131.4576
014086,Beatrice Hill,-12.6495,131.3181
014089,Ds25,-12.6354,131.2847
014090,Middle Point Rangers,-12.5782,131.3145
014092,Adelaide River Post Office,-13.2373,131.1042
014094,Ds24,-12.6331,131.2619
014097,Ds23,-12.6231,131.3047
014098,Ds22,-12.6137,131.2764
014100,Ds07,-12.5698,131.2818
014101,Ds21,-12.6187,131.2505
014107,Ds19,-12.6094,131.2651
014111,Ds20,-12.6050,131.2988
014112,Nightcliff Pool,-12.3771,130.8484
014114,Ds18,-12.6086,131.2352
014116,Berrimah Research Farm,-12.4429,130.9325
014117,Ds17,-12.6026,131.3213
014119,Ds16,-12.5982,131.3048
014125,Ds15,-12.5976,131.2767
014126,Ds14,-12.5983,131.2529
014128,Ds12,-12.5917,131.3227
014131,Ds11,-12.5854,131.2895
014136,Ds10,-12.5840,131.2655
014137,Ds08,-12.5787,131.3095
014139,Ds04,-12.5570,131.2837
014140,Ds03,-12.5622,131.2668
014142,Pirlangimpi Airport,-11.4021,130.4217
014143,Awillaway Fly Creek,-12.8000,131.0490
014144,Marrara,-12.3962,130.8789
014145,Lambell'S Lagoon,-12.5777,131.2535
014147,Pioneer Creek,-12.7230,130.8891
014148,Camp Creek,-13.1420,130.9314
014149,Howard Springs Nature Park,-12.4558,131.0506
014153,Black Point,-11.1538,132.1430
014163,Darwin Botanic Gardens,-12.4395,130.8376
014173,Ban Ban Springs,-13.3792,131.5053
014177,Mount Ringwood,-13.1281,131.3738
014183,Darwin River Dam,-12.8324,130.9713
014192,Girraween,-12.5337,131.0949
014198,Jabiru Airport,-12.6592,132.8940
014204,The Pines,-13.7584,131.5739
014205,Emerald Springs,-13.6312,131.6307
014206,Southport,-12.7270,130.9475
014208,Jabiru Council,-12.6686,132.8358
014210,Palmerston,-12.4721,130.9926
014215,Berry Springs Rangers,-12.6997,131.0000
014219,Mcminns Lagoon,-12.5491,131.0794
014222,Elizabeth Valley,-12.6373,131.0762
014224,Wandie Creek,-13.8062,132.1970
014226,Humpty Doo Collard Road,-12.5764,131.0829
014227,Karama,-12.3885,130.9248
014235,Northlakes,-12.4019,130.8962
014237,Mount Bundy Station,-13.2287,131.1355
014238,Wagait Beach,-12.4348,130.7486
014239,Labelle Downs,-13.1102,130.4948
014244,Acacia Hills,-12.7641,131.1598
014246,Leanyer,-12.3783,130.9056
014251,Mary River Rangers,-13.5548,132.2731
014253,Channel Point,-13.1672,130.1226
014254,Point Stuart,-12.2403,131.8785
014256,Cooinda Airstrip,-12.9038,132.5255
014259,Shoal Bay,-12.3601,130.9828
014260,East Arm,-12.4819,130.8978
014263,Point Stuart Wilderness Lodge,-12.5855,131.7601
014264,Territory Wildlife Park,-12.7121,130.9889
014265,Csiro Berrimah,-12.4113,130.9222
014266,Thorak Cemetery,-12.4120,130.9668
014270,Nightcliff Sports Club,-12.3833,130.8500
014272,Batchelor Airport,-13.0544,131.0252
014274,Mccluer Island,-11.0468,132.9791
014275,Wildman Rangers,-12.7164,131.8206
014277,Dum In Mirrie Airstrip,-12.6350,130.3725
014279,Walker Creek,-13.0797,130.6932
014282,Claravale,-14.0996,131.8019
014284,South Alligator Rangers,-12.6817,132.4736
014285,Darwin Hospital,-12.3545,130.8855
014289,Charles Darwin University,-12.3722,130.8653
014293,East Alligator Ranger Station,-12.4319,132.9504
014295,Acacia,-12.7592,131.1507
014296,Burrell'S Creek,-13.4468,131.1685
014298,Eleven Mile,-12.4434,130.9559
014306,Merlin Mine,-16.8211,136.3327
014308,Croker Island Airport,-11.1629,132.4813
014309,Murganella Airstrip,-11.5485,132.9266
014310,Oenpelli Airport,-12.3272,133.0069
014311,Arafura,-11.6485,133.3800
014313,Knuckey Lagoon,-12.4349,130.9527
014314,Noonamah Airstrip,-12.6099,131.0474
014315,Jabiru Fire Station,-12.6692,132.8337
014316,Darwin Turf Club,-12.4271,130.8453
014401,Warruwi Airport,-11.6500,133.3797
014404,Milingimbi Airport,-12.0932,134.8919
014405,Maningrida Airport,-12.0569,134.2339
